topic0	stoff 0.267679333053	richtlinie 0.119755829389	kunststoff 0.0566426873077	ziffer 0.034855736893	chemikalie 0.0333510651852	verarbeiten 0.0306080501551	planer 0.0272968393606	gel 0.0263786234079	entsorgung 0.026093821251	einleitung 0.0231170573968	unentbehrlich 0.0218229125267	chemisch 0.0216105569045	gesamtkonzept 0.0172325676568	einfuhr 0.0148674392424	erörtern 0.0142688637768	spezialgebiet 0.0141560040056	umwelt 0.0128528804928	grundwissen 0.0118931531744	bündel 0.0108266659242	quecksilber 0.0106779054343	bequemlichkeit 0.00914414387647	fließband 0.00878575471853	verarbeitend 0.00816887352349	aufwind 0.00725368754673	kohlenwasserstoff 0.00697699164185
topic256	feuer 0.238630673949	brennen 0.182331294444	verbrennen 0.0560498860093	ansprache 0.0544551799048	jet 0.0265410500084	entzünden 0.0200450309309	sonnen 0.0199210872893	symbolisch 0.0184383058393	verlockend 0.0147966089586	umstellen 0.0131796058254	erden 0.0129557670422	wiederherstellen 0.0116644209863	polarlicht 0.0108527467528	mähen 0.0107060374182	leeren 0.0105641017289	auffordern 0.00984551013422	sprunghaft 0.00961762380944	entscheidende 0.00955402416135	flugpassagier 0.00951649995144	flugverkehr 0.00938094823755	supernova 0.00897447887239	papierkorb 0.00848818928693	fastenzeit 0.00796507443153	verkehrsminister 0.00789551158434	mögen 0.00778666506943
topic257	ausfall 0.0778628395516	matt 0.065685357318	stahl 0.0622797769726	aluminium 0.0545699850097	großvater 0.0522119807992	glänzend 0.0395965235197	stapel 0.0357791522446	anklang 0.0297977082057	cousin 0.0282857657721	sensation 0.0266531529563	nokia 0.0260202853834	alu 0.0255945071357	oldtimer 0.0223072218738	maschinell 0.0215391530475	schnaps 0.0203067325704	umkämpft 0.0188481949606	beschichtung 0.0184086609507	fachmännisch 0.0181665759609	lackiert 0.0146161887524	glas 0.012660600878	bandscheibe 0.0122779587038	neurologe 0.0118546474528	tabellarisch 0.010924379238	allgäuer 0.0105813228037	jugendabteilung 0.0100582942838
topic258	absender 0.0491608712433	regelung 0.0213203879615	recht 0.0185090425701	gelten 0.0138200853141	vorschrift 0.0133323965414	gesetz 0.0126701831847	gesetzlich 0.0112397788863	zulässig 0.00945112264584	geltend 0.00921306276987	grundsätzlich 0.00881092845805	sinn 0.00852015395598	grundsatz 0.00805278045291	gesetzgeber 0.00802874726663	besonder 0.00799978741189	rechtlich 0.00786016896083	voraussetzung 0.00778443170488	bestehen 0.0075500570182	rechtsprechung 0.00668096875978	fall 0.00663709571848	tätigkeit 0.00648374973739	bestimmt 0.00633300749617	entsprechend 0.00630131488921	allgemein 0.0059971230033	grund 0.00573520946412	rahmen 0.00572848671062
topic259	schuld 0.164471507859	forderung 0.128421569948	schuldner 0.0445532052245	gläubiger 0.0386325091654	betrug 0.0384481542423	gutachter 0.0333018131008	insolvenz 0.0332814765534	wohngebiet 0.0247047914343	fiktiv 0.0233351464897	kreditinstitut 0.0229289040289	betrüger 0.0179310708039	erhofft 0.0161192410429	promenade 0.0153813512668	mahnen 0.0153053219861	abrechnen 0.0144467483114	pharmaindustrie 0.0135278242484	verbindlichkeit 0.0134285878621	geschädigte 0.0133769579785	ausnutzung 0.01247481082	duisburger 0.0113891057264	federführend 0.0112689517566	insolvenzverfahren 0.0107601387281	unvermeidbar 0.00936932663575	begnügen 0.00898035468341	deal 0.00841991798268
topic260	kasse 0.189429708237	aufgeben 0.0817102716127	schmetterling 0.0577975214115	abrechnung 0.0501782163999	belastbar 0.0321559398543	schachtel 0.0293177201332	abgelegt 0.0270532064347	vermelden 0.0259747767291	kurzarbeit 0.0252642619714	werft 0.0244892178124	pharma 0.0222396825921	einbuße 0.0215074737758	begabt 0.0210053185248	minus 0.0181636158568	anfragen 0.0172858246453	kompensation 0.0169908832514	schuppe 0.0166959816044	freilassung 0.0165081016554	ausräumen 0.0164808682235	autohersteller 0.0161123525726	spitzenverband 0.0159965390195	bundesvereinigung 0.0114060163384	auftragseingang 0.011107348147	zulieferer 0.011078373536	autobauer 0.0110593406189
topic261	krieg 0.0811104696781	soldat 0.0400929219248	weltkrieg 0.0268602948864	armee 0.0250967200544	truppe 0.0214441994409	general 0.0136555580248	kommen 0.011624371567	führer 0.010392551646	erst 0.010363905286	jahr 0.00978198997438	lager 0.00975532157898	ende 0.00967407321859	zweit 0.00915271411577	groß 0.00897944582317	mann 0.00870427898746	beginnen 0.00847526915181	schlacht 0.00748613097232	tag 0.00734001692264	sowjetisch 0.00720242286604	spät 0.00704253892125	französisch 0.00678330233199	militärisch 0.00662896885053	führen 0.00652211963655	schwer 0.00637629336123	division 0.00634994144452
topic262	rezept 0.0386087785262	lassen 0.0379843588241	salz 0.0332101716437	schneiden 0.0272140745448	kochen 0.026870694994	butter 0.0202751997245	geben 0.0196459725567	wasser 0.0196154752734	minute 0.0190826375258	zucker 0.0182052458922	pfeffer 0.0168138678138	kartoffel 0.0157086388928	topf 0.0146086618456	backen 0.0136540962506	fein 0.0127206619307	mehl 0.0123856453801	honig 0.011711109701	hitze 0.00977067435039	heiß 0.00975798260344	rühren 0.00970060419475	waschen 0.00967937946777	klein 0.00965810189098	scheibe 0.00962601989476	gut 0.00949771444177	legen 0.00884240773081
topic263	straße 0.182173995736	richtung 0.0675802893697	parkplatz 0.0233077406135	fahren 0.0212401160074	autobahn 0.0185549263528	weg 0.0160077392729	brücke 0.0146626792231	folgen 0.0134748861041	biegen 0.0131594354341	kreuzung 0.0127696372133	verkehr 0.0124701219524	gehen 0.0123789355666	führen 0.0105701765478	kommen 0.010034918658	radfahrer 0.00955158466156	hauptstraße 0.00905756032788	radweg 0.00879956311745	straßenbahn 0.00834241430618	ausfahrt 0.00798138466715	abbiegen 0.00788889651353	nah 0.00712759476872	recht 0.00682310530443	überqueren 0.00672739977172	kurz 0.00670375287213	ende 0.00616764443374
topic264	groß 0.0291540436517	besucher 0.0290978019045	landschaft 0.0181241115922	bieten 0.0173310636874	schön 0.0169963527677	welt 0.0168739211321	geben 0.0164860549459	zahlreich 0.0159143490344	entdecken 0.0154212648859	berühmt 0.015229613194	historisch 0.0151712542867	museum 0.0134578779486	klein 0.0129074815771	finden 0.0118587613774	bekannt 0.0118300532665	erleben 0.0115983237751	hauptstadt 0.0102149960535	einzigartig 0.0102088011437	interessant 0.00934709314044	lassen 0.00918056073532	altstadt 0.00914165786188	stadt 0.00897287567214	besuch 0.00884609411969	beliebt 0.0084176122938	besichtigen 0.00821298568881
topic265	idee 0.163415734961	design 0.0761953743464	kreativ 0.0576599041096	konzept 0.0521324142932	gestaltung 0.0401458739106	gestalten 0.0334416365519	innovativ 0.0228532333186	kreativität 0.0219934885851	designer 0.0189782536731	entwurf 0.0186416617245	umsetzung 0.0179424001067	präsentation 0.0169655572405	form 0.0168081709859	innovation 0.0166844413096	umsetzen 0.014572059367	gestaltet 0.0138734485074	entwickeln 0.0136849229261	eigen 0.0113190673423	referenz 0.0110251380049	ansprechend 0.0104622615491	entwerfen 0.00984847992989	visuell 0.0097890573704	entstehen 0.00901444561707	originell 0.00833322136394	individuell 0.00739804150996
topic266	sächsisch 0.110044286436	leipziger 0.0712653940659	erinnerung 0.0582626522659	denkmal 0.0544028842514	gedenken 0.0535656286225	verantwortliche 0.042429181177	signalisieren 0.0397920522044	außerordentlich 0.037121757124	demonstrieren 0.0363863687049	jahrestag 0.0290841648646	potsdamer 0.0287236940625	bundestagsabgeordnete 0.0285261982246	gedenkstätte 0.0242690457307	volkshochschule 0.0225155357388	bundesbank 0.0196457624346	buchenwald 0.0196426611549	sachse 0.0185678816775	generalsekretär 0.0165872083407	ankauf 0.0145343707282	vormarsch 0.0138912692857	zeitzeuge 0.0136013630207	warschauer 0.0113825807582	ermutigend 0.0109724921343	europaparlament 0.0108173605903	vereinigen 0.0107413476146
topic267	bauer 0.145281445772	seil 0.0711806418545	revolution 0.0641382694913	tarifvertrag 0.0602726724719	strömung 0.0587908281043	downloaden 0.0449445596929	revolutionär 0.0378108019557	wirkungsweise 0.0299497633919	marburger 0.0200582669874	walten 0.0194618939795	orientierungshilfe 0.0192013335925	orient 0.0186922386214	siedeln 0.0186130998163	pestizid 0.0185736807432	häkchen 0.0157526370094	pfahl 0.0147680416129	arbeitgeberverband 0.0145906490272	kodex 0.0120114842027	ochse 0.0119659968896	schlachtung 0.0107968833696	komplettlösung 0.0104357660455	mannigfaltig 0.0102831611912	karren 0.00976538018207	unterpunkt 0.00966619621043	mittelerde 0.00953053476044
topic268	bauen 0.315291865528	bau 0.147161538953	plan 0.0800774269265	architekt 0.0738795609443	architektur 0.0543671483049	bauherr 0.0370650148032	fertig 0.0341828336063	planen 0.0291946362706	distanzieren 0.0256031412248	konstruktion 0.0255668933524	exponat 0.0168766367601	baustoff 0.014670506232	realisieren 0.0133683551857	entwurf 0.0121139147732	bauweise 0.0114693625055	energieeffizient 0.0109198407379	bauzeit 0.0105506903944	bauleistung 0.00652724783288	machbarkeit 0.00462099869121	fertiggestellt 0.00426392976108	ausführung 0.00411061199002	realisiert 0.00384383583852	bauphase 0.00361534950558	baurechtlich 0.00358716637423	entwerfen 0.00345464586678
topic269	wasser 0.0397155063341	menge 0.0344585687011	boden 0.0338137056245	chemisch 0.0253859162115	teich 0.0249779364647	substanz 0.0204612709046	hoch 0.0179814315473	organisch 0.0179801735783	filter 0.017871926374	enthalten 0.0163302614104	konzentration 0.0155335195624	entstehen 0.0151420665754	bilden 0.0124022472359	giftig 0.0117280771532	pflanze 0.0106856883506	schädlich 0.0104092270398	biologisch 0.0101356988442	groß 0.00957523839846	zusammensetzung 0.00956790273915	bakterium 0.00909436869877	gering 0.00892234597985	dichte 0.00880424287409	enzym 0.00746262208918	bestehen 0.00731674111757	larve 0.00679376119002
topic270	forschung 0.23809235213	verändert 0.0771213082184	verstorbene 0.031485715442	fortgeschritten 0.0280521269296	flora 0.0278376711402	forschungseinrichtung 0.0256572565738	wirkungsvoll 0.0234593957902	ritual 0.0234359526486	fauna 0.0206787127222	jahrtausend 0.0199737183924	gentechnik 0.018887009868	forschen 0.0187500115034	erforschung 0.0184737655438	aufschluss 0.0175369447043	themengebiet 0.0160713133232	unumgänglich 0.0150483685607	forschungszentren 0.0144068856794	unterteilen 0.0140501462221	luna 0.012347128265	universitätsklinika 0.0122162539344	grundlagenforschung 0.0122119267694	vergoldet 0.0116645308376	befruchtung 0.0114682292768	teddy 0.01038645538	patientenverfügung 0.0102734954518
topic271	meter 0.304154924764	opfer 0.136066626413	tot 0.107946302054	mord 0.0507355720757	tote 0.0476546991725	leiche 0.044584995491	mörder 0.0303395053261	tutorial 0.0221623309122	töten 0.0217764212293	unterwäsche 0.0206909375536	täter 0.0176359467453	prädikat 0.0163379961468	beihilfe 0.0133118176157	brutal 0.0119863787376	tunen 0.0118930017156	grausam 0.00971647967453	leichnam 0.00921546066846	brutalität 0.00763322390744	stoßstange 0.00711486695513	lebend 0.00656356446173	tat 0.006170339014	todesurteil 0.00540392058426	fall 0.00527522367804	weitsicht 0.0051599462712	grausamkeit 0.0050429722789
topic272	europäisch 0.432980354765	national 0.0920724331689	union 0.0730813815802	kommission 0.0670129046303	parlament 0.030748101923	mitgliedstaat 0.030074020494	gemeinsam 0.017437884807	ebene 0.0140973888105	rat 0.0139692787621	einheitlich 0.00972653091656	europawahl 0.00864383424545	vertrag 0.00816708244167	beitritt 0.00710198872905	transnational 0.00617897707271	bundesminister 0.00593254624521	international 0.00579958105626	vokal 0.00568757431255	reform 0.00548225579108	verankert 0.00511305849665	bilateral 0.00483806865801	volksentscheid 0.00411035109566	recht 0.00404729050479	referendum 0.00399966665822	wahlgang 0.00385745461392	verabschiedung 0.00371713636281
topic273	video 0.411258163904	ober 0.216824099011	unter 0.139879086265	spule 0.0329070422614	areal 0.0243158587362	parasit 0.0167645668625	belastbarkeit 0.0141590834638	ansehen 0.0125987304179	tube 0.0116951415337	pariser 0.00879296587972	prozession 0.00843940180821	anschauen 0.00687187907037	wandmalerei 0.00681065983325	känguruh 0.00666162324295	murren 0.00648988201935	originalbeitrag 0.00610802739618	erbauer 0.00598140770615	stadtrundgang 0.0055660226985	kolonialzeit 0.00521758439664	anlaufpunkt 0.00458727453946	stadthaus 0.00425128145051	schaulustige 0.00315617305093	entscheidender 0.00313085048371	nachrede 0.00294095320196	abgebrannt 0.00287526015718
topic274	verbessern 0.109639012504	verbesserung 0.075938787871	kombination 0.0657914858924	kombiniert 0.0280618989075	effektiv 0.0260379629564	wirksam 0.0251335854345	funktionell 0.0206934626261	konventionell 0.02034886932	verbessert 0.0189364457325	indikation 0.0182351419773	steigerung 0.0179088524455	schadstoff 0.0174578717895	systemisch 0.0156274622701	kontinuierlich 0.0154455646645	lebensqualität 0.0150785326177	beeinträchtigen 0.0139499393584	wärmedämmung 0.012229530436	schornsteinfeger 0.0112338882246	schornstein 0.0109272497776	ergänzend 0.010916948643	übergreifend 0.00984109594442	wirksamkeit 0.0092268675609	schmerzfrei 0.00900651195543	minimum 0.00884643202508	durchblutung 0.00883995959057
topic275	umfrage 0.23619730892	dokumentieren 0.102695597683	beteiligung 0.0451249866518	kostenpflichtig 0.0411613604281	prägnant 0.0367631340598	brut 0.0337411992803	bundesbürger 0.027123616092	motorsport 0.0262309252608	würzburger 0.0251449785942	hervorgehen 0.0217714792253	schimmer 0.0215058691978	schrumpfen 0.0193998513931	biogasanlage 0.0184060539038	autofahrt 0.0161132678131	faustregel 0.0139453395426	werber 0.0138572512841	biogas 0.0135596015066	minderwertig 0.0129349520625	werbebotschaft 0.0120929611027	kohlen 0.0119464284004	erraten 0.011612599805	seitenlinie 0.0115740700364	ackerbau 0.0110480313498	gesamtindex 0.0108076237673	lange 0.010336545613
topic276	brief 0.268808674408	anschlag 0.0693240548894	front 0.05658920243	begehen 0.0351735823292	terrorist 0.0333523361555	spontan 0.0322291479911	bombe 0.0267453671973	selbstmord 0.0225581566449	gewalttat 0.0210290656817	mutmaßlich 0.0208095814733	handwerkskammer 0.0204618959436	terroristisch 0.0173167165648	zirkel 0.0157406026158	kleingruppe 0.0151842783542	herangehensweise 0.013295041273	texten 0.012437734527	letter 0.0120576944942	bewährung 0.0118150271829	verdecken 0.0113497880923	zusammenfügen 0.00970007435734	vorwarnung 0.00938157505463	kostengrund 0.0092354382107	totschlag 0.00889345073508	suizid 0.00863960759904	hemmungslos 0.00821996766793
topic277	führung 0.153153975872	pause 0.072583236327	gastgeber 0.0645816067883	treffer 0.0628045913104	partie 0.0625723299392	gast 0.0436216705361	souverän 0.0188768497446	gelingen 0.0188688208161	tabellenplatz 0.0147064185565	verkürzen 0.0144255155811	agieren 0.0135989486809	spital 0.0129859248752	spitzenreiter 0.0114134895762	erspielen 0.0113139302158	aufzug 0.0112222533917	tribüne 0.011147051908	markieren 0.0104458837685	spielminute 0.010243927573	kassieren 0.0101085766261	hinspiel 0.00979365194943	fight 0.00961188165072	beginn 0.00930218406522	anfangsphase 0.00876179866052	neunt 0.00811144420681	ungenutzt 0.00768995163964
topic278	bildung 0.302443701704	eröffnung 0.0798308476049	interkulturell 0.0489701454245	stadtteil 0.044311583717	leiterin 0.0292468412166	bildungseinrichtung 0.0205922243957	elektrotechnik 0.0186101309588	professorin 0.018093645803	essener 0.0170100788447	kooperieren 0.0157157944985	ganztägig 0.0155691877351	ruhrgebiet 0.0154767210975	studiert 0.0151682491276	bildungsangebot 0.0150854228555	kunstverein 0.0124587439463	trägerschaft 0.0121067894225	sozialpädagogisch 0.0112292632013	bleibe 0.01108711068	kurort 0.0105305196611	bilingual 0.00920569052429	cafeteria 0.00907895936266	senatsverwaltung 0.00896378653329	kulturlandschaft 0.00833068538914	aufwachsen 0.00763145480617	baugewerbe 0.00758398503642
topic279	modell 0.109299706068	akku 0.0307167170478	optisch 0.0272798671293	set 0.0252269689333	neu 0.0203540151728	design 0.0180506506055	zubehör 0.0177894082338	hersteller 0.0169195738149	optik 0.0149849543852	kompakt 0.0126020908868	klein 0.0120529779918	groß 0.0118706113793	preis 0.0104916410512	markt 0.00995906378343	ausstattung 0.00980535697438	rückseite 0.00974287870702	variante 0.00927925631588	erhältlich 0.00815031795134	überarbeitet 0.00654604249227	generation 0.00633961778069	fachen 0.00629650260152	leistung 0.00613370587939	geben 0.0057866620299	sportlich 0.00574910714991	serienmäßig 0.00555773514661
topic280	garantie 0.190844297873	halter 0.0848167931334	erstmalig 0.0690562057347	orange 0.050140758497	nuss 0.0355913136033	ordern 0.0252422899491	abzocke 0.0220483991236	neuwagen 0.0193381513156	alb 0.0184676972369	gekocht 0.0176093470275	nerv 0.0150803358749	baugruppe 0.0142622438883	selbstbeteiligung 0.0141194454434	entscheidungshilfe 0.0120786964715	vormerken 0.011985975349	rohkost 0.0117343871818	selbstgebaut 0.0104782267473	aufmarsch 0.0104004540347	fahrbar 0.0103743309823	haselnuss 0.0101180994816	bombardierung 0.00961366315998	erweiterbar 0.00949496509807	klopfen 0.00941524580968	mittenwald 0.00884402771353	stromanschluss 0.00851432995836
topic281	technik 0.148172697665	technisch 0.137248605121	digital 0.118876541986	elektronisch 0.0921107745164	technologie 0.047019492076	analog 0.0328279413612	sensor 0.0184791804398	mobiltelefon 0.0134276290674	netzbetreiber 0.0123192918592	barcode 0.0108534521256	sekunde 0.0108400079184	system 0.00997172454566	modern 0.00955356047811	neuartig 0.00941467819974	herkömmlich 0.00878064638405	linse 0.00821678713114	werbespot 0.00812866899363	vorderseite 0.0069655092832	einsatz 0.00655820326299	prototyp 0.0064619793466	digitalisierung 0.00630131994028	maulkorb 0.00627179231349	deutlich 0.00563305840741	drahtlos 0.00546331200522	einzig 0.0053816672292
topic282	geburtstag 0.267257572124	feiern 0.132724044121	hexe 0.0584914870622	happy 0.0271852711716	steinbruch 0.0231886530599	saarland 0.0207181807127	kalk 0.0181734620827	saarländisch 0.0175276015093	gebrauchsspur 0.017307666585	hellblau 0.0169218352374	onkel 0.0157199530207	straßenbau 0.0146186626015	stehlen 0.0140442026728	energiesparend 0.013381976416	jubilar 0.0126582018297	weiße 0.0124937747768	marmor 0.0118001594339	cousine 0.0113434188094	kröte 0.0113325238101	sonderedition 0.0101975802159	dunkelrot 0.0096758741398	abspielbar 0.009313504947	alleinstehend 0.00920452443483	selbstklebend 0.00891753960233	lebenszeichen 0.00873767587045
topic283	ausgabe 0.305270658635	fehler 0.227380351161	profil 0.149989392215	heft 0.107167677094	geehrter 0.025533955226	prüfstand 0.0160467035789	detektiv 0.0156207138073	doku 0.0152113951747	gebrüder 0.0107697986176	tücke 0.0102636492321	dealer 0.00900023942061	stundenlohn 0.00888824041754	fehlerfrei 0.0081358963474	erscheinen 0.00791838704391	tübinger 0.00675438260732	durchblättern 0.00644404834179	sonderregelung 0.00642184788923	zurückschicken 0.00614444694882	untreue 0.00526586990519	krankenstand 0.00461730806138	privatdetektiv 0.00390418819995	zack 0.00348999726746	infoseite 0.00315901746401	ren 0.00312474297679	rechenzeit 0.00287359804398
