topic0	halter 0.0846611221108	orientierung 0.0805864744472	papst 0.0783766189505	ablegen 0.0473016062045	homosexuell 0.0407950926932	neigung 0.0404149567466	penis 0.0396300771204	schwule 0.0365680307079	vorhaut 0.0280008965849	vatikan 0.0278359530307	garnele 0.0277181931313	respektiv 0.027568643879	homosexualität 0.0271187635607	veranlagung 0.0264952550604	beobachter 0.0264266214554	homosexuelle 0.0225508477888	buchführung 0.0202046584464	käuflich 0.0201605500243	ablage 0.0178853405167	säkular 0.0172963242707	nachzucht 0.0167946012465	heterosexuell 0.0150490636871	kardinal 0.0141964888579	außenßen 0.0139367556024	ungereimtheit 0.0128464044902
topic226	natürlich 0.447979031017	global 0.0576479641978	lack 0.0344456390652	belag 0.032865142669	seife 0.0229790927999	mahnbescheid 0.0222355535606	probezeit 0.0206256343322	human 0.01910109649	serum 0.0187744575445	adressat 0.0179308109319	einstündig 0.0157555497248	detaillieren 0.0155940264118	ausbildungsbetrieb 0.0124581976783	berufskolleg 0.0124517749744	lernort 0.0123699599808	absinken 0.0121601133908	quecksilber 0.0109136735113	rasieren 0.0102591069279	prüfungsausschuss 0.0102303891371	ausbildungsjahr 0.0098812166475	bodenschatz 0.0098430333029	unnatürlich 0.0097825842073	flüchtig 0.00928961092547	monarch 0.00884083086665	getunt 0.0086096938609
topic227	deutsch 0.573034871334	englisch 0.0994928652108	deutsche 0.0456161322542	sprache 0.0380293027866	übersetzung 0.0269579001231	polnisch 0.0177779053606	international 0.0151165656667	übersetzen 0.0111892940645	land 0.0110487565273	niederländisch 0.00902540034358	lexikon 0.00829613820718	übersetzer 0.00822031822697	deutschsprachig 0.00661118770814	englischsprachig 0.00561808009676	muttersprache 0.00429660118094	grammatik 0.00418301138628	sprechen 0.00377457689877	ausländisch 0.00360182233976	kroatisch 0.00345175998501	engländer 0.00331718663188	jahr 0.00329072473641	fremdsprache 0.0032210000042	beratungsangebot 0.00283755821721	graphik 0.00277276166575	europäisch 0.00271953859728
topic228	wechsel 0.164852929143	wertung 0.0652154963092	begehrt 0.0538165148797	kraftfahrzeug 0.0469148871404	plazierung 0.039072790835	musical 0.0387364717009	plazieren 0.0366646280728	wechseln 0.0356655942052	halbjahr 0.0298351001138	ehrenamt 0.0280427263226	einlage 0.0213176697519	mannheimer 0.0209984335552	kraftstoff 0.0208459565932	deutschlandweit 0.0176159660859	gedeckt 0.0168388059237	commerzbank 0.0164682446658	gemeldet 0.0159697974114	dateiname 0.0148027174486	gesamtwertung 0.0145479990076	erreicht 0.0142603886922	gala 0.0138369357089	punktzahl 0.0133890567227	dieselmotor 0.0126441608972	baldig 0.0123386347854	barfuß 0.0116062706158
topic229	freund 0.241803648011	liebe 0.130111110505	partner 0.0701468752001	lieben 0.0642986201206	freundin 0.0585989686212	freundschaft 0.0357282908303	bekannte 0.0283479184972	beziehung 0.0217764385348	glücklich 0.0179054063473	gemeinsam 0.0171187011554	liebhaber 0.0138993587149	irisch 0.0134756543385	lieb 0.0112162180961	trennen 0.0109995775349	kontakt 0.00984392554363	kennenlernen 0.00953613535056	kennen 0.00911965583655	schwärmen 0.0087257770806	herz 0.0081448638426	trennung 0.00804377753	partnerin 0.0077990144095	potsdamer 0.00761411019502	einsam 0.00694623858272	erzählen 0.00679841112072	streit 0.00596311048328
topic230	winter 0.0820830006117	kalt 0.0689457103992	warm 0.0685974648102	sommer 0.0638038849124	temperatur 0.0602177109438	grad 0.0563799271073	heiß 0.0345633549166	regen 0.0303305544668	sonne 0.0293987473949	eis 0.0247015639965	kühl 0.0225211536088	herbst 0.0219088920469	jahreszeit 0.0178686885451	kälte 0.0178415870451	wärme 0.0172696313322	trocken 0.0130388293463	hitze 0.0128022995119	luft 0.0112384682446	frühjahr 0.0111061446351	wind 0.00934860258354	wetter 0.00873690055641	nass 0.00785112822386	celsius 0.00767536815618	klima 0.00730283485681	niederschlag 0.00581992128578
topic231	krieg 0.0932926520979	volk 0.0549308018848	weltkrieg 0.0309411288566	deutsch 0.0295045618116	frieden 0.0287647450819	geschichte 0.019289375006	republik 0.0190236989178	militärisch 0.0165893633574	jahr 0.0164149481873	zweit 0.0147556522472	deutsche 0.0134385759469	bundesrepublik 0.0128795913091	führer 0.0119683814033	politisch 0.0117919708966	erst 0.0114462272852	bevölkerung 0.0105315406779	nation 0.0103414079973	reich 0.0098035445487	ehemalig 0.00866331866433	ende 0.00769757857273	nationalsozialismus 0.00725433970125	historisch 0.00719950714891	zivil 0.00699296622579	heimat 0.00692851510541	weimarer 0.00646772672173
topic232	beziehung 0.234128975924	erbe 0.0787661345009	testament 0.048544021998	wandeln 0.0360281801057	herrlichkeit 0.0285338714046	satan 0.0284895676347	jünger 0.0273264330563	grube 0.0231929431575	verbundenheit 0.0207193716954	tod 0.0184424696088	kunstgeschichte 0.0184243116803	treue 0.0178894460083	selig 0.0145263471826	ehefrau 0.014274271685	gemeinschaftlich 0.0129510802083	wiesbadener 0.0127138816193	gleichnis 0.0125307580513	vollmacht 0.0115225991775	verborgen 0.010873361049	pipeline 0.0108046072009	prophetisch 0.00992586251373	wiederkunft 0.00980113459591	zweisprachig 0.00971761483978	allmächtig 0.00966776938202	schöpfer 0.0094488727655
topic233	energie 0.395304378012	membrane 0.0617368072592	haushalt 0.0530581335509	erneuerbar 0.0473911976129	energetisch 0.0360964941338	jugendamt 0.0318916969445	energieeffizienz 0.0253400092713	chemikalie 0.0195142022893	schonen 0.0187776487882	thermisch 0.0184949252592	elterngeld 0.0142973130897	wärmepumpe 0.0142096932743	hygienisch 0.012412223687	effizient 0.010963754667	erzeugung 0.0106137336946	nachbau 0.0103189833267	heizen 0.00948673939428	polar 0.00900010839203	umweltschonend 0.00788545983348	kraft 0.00733686567163	verantwortungsvoll 0.00677702240795	neutral 0.00674777443291	erzeugen 0.00661981618386	einspeisung 0.00607499261669	umweltbelastung 0.0058730884596
topic234	kunst 0.147826733569	ausstellung 0.119137230784	künstler 0.0949087396047	museum 0.0719099401069	galerie 0.0332524782818	künstlerisch 0.0301101899893	patent 0.0235478420209	maler 0.0206405951823	zeigen 0.0166042748565	arbeit 0.0144275999275	gemälde 0.0143853202643	register 0.0137315163318	denkmal 0.0120679573068	fotografie 0.0113795330007	architektonisch 0.0113138487886	objekt 0.00948700361087	zeichnung 0.00810617741548	sehen 0.00798848618574	stadtplan 0.00794814238101	abstrakt 0.00762013917624	betrachter 0.00720214321466	öffentlich 0.00711528945171	porträt 0.00676578548414	architektur 0.00650827515838	präsentieren 0.00623313298577
topic235	gleich 0.0236048382489	geben 0.0203342212372	beispiel 0.0197382890757	genau 0.0182126727089	verschieden 0.0168276075472	einzeln 0.0157104785308	bestimmt 0.0157013731469	fall 0.0140870477935	unterschiedlich 0.0139135781667	regel 0.0127821641199	entsprechend 0.0119324276039	erst 0.0114851999208	handeln 0.0106848838477	möglich 0.0105823595957	bestehen 0.0100271191466	lassen 0.00984281864004	folgend 0.00969685714193	liegen 0.00891853200972	gelten 0.00885537327797	weit 0.00860877737593	entsprechen 0.0078856679343	erhalten 0.00780174540604	stelle 0.00750247245599	ergeben 0.00740346180914	unterscheiden 0.00696746004507
topic236	stadt 0.662536310821	hessisch 0.0364570751385	städtisch 0.0342995719453	rathaus 0.0327635615545	einwohner 0.0263217298538	oberbürgermeister 0.0193201646326	stadtteil 0.0179421917065	großstadt 0.0157326273488	metropole 0.010386436246	stadtverwaltung 0.0103148895218	bürger 0.0101628555983	bürgermeister 0.00901707456876	jugendfeuerwehr 0.0078462321755	brandschutz 0.00660194440273	rütteln 0.00618371507053	partnerstadt 0.0054055307549	hauptstadt 0.00488594900289	frankfurt 0.0045850595886	städtepartnerschaft 0.00398930468251	wohnen 0.00350276584117	zentrum 0.00317025279541	land 0.00305817353369	spannweite 0.00301127160427	bevölkerung 0.00296692897924	lokal 0.00256092437829
topic237	wald 0.135957230485	baum 0.0978878514504	wiese 0.0513582680401	gelände 0.0398091862132	kette 0.0233845947196	hütte 0.02332169042	zaun 0.0203151623053	klettern 0.0173210623075	ast 0.016052212319	glocke 0.014124231842	eiche 0.013523612285	weg 0.0129049492293	gras 0.0122939055923	holz 0.0120447865855	feld 0.0117606665953	boden 0.0111124080506	harz 0.0105662059455	hang 0.00812870874504	stein 0.00796513064256	fass 0.00795088450686	naturnah 0.00789799552707	pedal 0.00746830649577	sockel 0.00721826630136	waldrand 0.00657202861578	busch 0.0063185557486
topic238	modell 0.49432195267	drucker 0.0534947926044	erweiterung 0.0433442980974	simulation 0.0339080971265	mathematisch 0.0229752086457	lektion 0.0201946234452	numerisch 0.0187179551934	dynamisch 0.0171052808288	experimentell 0.016993955803	off 0.0162412798911	repräsentation 0.0152070350496	modellierung 0.0142031893047	aushang 0.0134549338467	ausarbeitung 0.0109721649336	dokumentarisch 0.00877455394713	sportveranstaltung 0.00857725468391	prüfungsordnung 0.007386832368	fachübergreifend 0.00710320271458	eingebunden 0.00647070378816	disput 0.0064689687776	validierung 0.00636057493604	lernziel 0.00625738414888	zicke 0.00616730144818	toner 0.00615738250406	viereck 0.00599634648698
topic239	insel 0.104432976436	meer 0.0749222370587	see 0.0663794638105	strand 0.0481589376347	wasser 0.0474634388994	küste 0.0204431059142	gewässer 0.0203730516757	klein 0.0200814762508	groß 0.019135579608	tauchen 0.0146771582571	angel 0.0130347061211	ufer 0.0125770874849	fisch 0.0125464281107	einheimische 0.0119293402694	bucht 0.0119177390733	ozean 0.0112717194639	geben 0.0107413425606	elefant 0.0102885064585	sand 0.00960179798686	schwimmen 0.0095473062494	höhle 0.00945218919886	strömung 0.00854770386211	flora 0.00823936106701	meter 0.00823519078753	tropisch 0.00795188673647
topic240	häufig 0.0184876819739	medikament 0.0156844155704	erkrankung 0.0142157786128	wirkung 0.0132397452112	ursache 0.0126725827652	symptom 0.0119481646285	kommen 0.0114740287056	behandlung 0.0108685045392	fall 0.0101519742343	untersuchung 0.00986673026533	führen 0.00923149589144	mensch 0.00835194751845	therapie 0.00820315380426	risiko 0.00791394305209	chronisch 0.00755087063983	auftreten 0.00752460987691	nebenwirkung 0.00684882914169	patient 0.0061379866247	gut 0.0061164927662	studie 0.00603561601479	möglich 0.00601384382245	beschwerde 0.00599953903614	erhöht 0.00591693572341	leiden 0.00585404579842	körper 0.00583888146944
topic241	gehen 0.0339999361688	bekommen 0.0309582867917	geben 0.0286726329945	wissen 0.0258137614107	problem 0.02509162481	machen 0.0237277983281	kommen 0.0193530786914	dank 0.0187917773588	gut 0.0166164662122	helfen 0.0140032370503	stehen 0.0135484718582	tip 0.012037158486	sagen 0.0118818592471	einfach 0.0117273462778	haben 0.0115022885329	brauchen 0.0107159101429	meinen 0.0105855187532	gleich 0.0104967929201	genau 0.0102443860634	hoffen 0.00968177637033	richtig 0.00955234858021	forum 0.00950389624982	denken 0.00946028638719	sehen 0.00924954073715	lassen 0.00906762656907
topic242	blatt 0.205762562913	weibchen 0.0547628800424	männchen 0.0481763668218	leuchte 0.0444620827106	segment 0.033939508713	nahtlos 0.0321204473007	gattung 0.0312973480697	schlank 0.0274029987169	teufel 0.0273034163169	memory 0.021897681741	tuner 0.0208670018287	mailen 0.0188338843931	zeiger 0.0175417042559	getestet 0.0172634927551	larve 0.0160239576168	aufgebaut 0.0159306827871	hohlraum 0.0155197065934	task 0.0152036322853	verfeinern 0.0148253296514	schmankerl 0.0145726101837	gehoert 0.0145590523416	symbiose 0.0140997729442	wolfsburger 0.0132059615433	futuristisch 0.013069335695	auktionshaus 0.0129782764214
topic243	heim 0.106676250872	bezeichnung 0.0793879743279	gebraucht 0.0582445226971	bleibend 0.0462895834311	ältere 0.0454304148851	krankenschwester 0.0367166991878	mangeln 0.0316623216795	altenheim 0.0315274907166	vorgeschichte 0.0300644445929	serviceleistung 0.0242248700684	kleinanzeige 0.0234645187708	worden 0.0227236377212	abmelden 0.0225346566565	einbrecher 0.0220196862582	paste 0.0210303440523	rückspiel 0.0200554319718	marsch 0.0193469817361	aufarbeiten 0.0189375529862	rücknahme 0.0186089245613	trost 0.0176701942451	warteliste 0.0170025994309	wertlos 0.0156206017997	gemeinwohl 0.0155600976372	doktorarbeit 0.0149535845538	wohnheim 0.0144086195725
topic244	tag 0.0515430668414	gehen 0.045780332427	stunde 0.0323429094628	kurz 0.01864487701	kommen 0.0182887223921	weg 0.0170698108449	nah 0.0160139679381	fahren 0.0144350800093	abend 0.0128204153225	erst 0.0125243550053	geben 0.011932520741	klein 0.0112472528073	spät 0.0110170536923	morgen 0.0101896720184	stehen 0.00988228412531	zeit 0.0096506527822	letzt 0.0095650315865	machen 0.00949351935212	lang 0.008298476242	nacht 0.00810664318438	sehen 0.00779116037816	früh 0.00774547589276	weit 0.00752253421911	fahrt 0.00742798930814	nachmittag 0.00666517927452
topic245	psychisch 0.0591103408478	alkohol 0.0472372082516	körperlich 0.0466858118402	betroffene 0.0418586433126	störung 0.0404847543506	droge 0.0363321727065	sexuell 0.0339269825058	seelisch 0.0254675727928	missbrauch 0.0172386628548	problem 0.0156649762175	sucht 0.0137065050049	konsum 0.0134983626575	prävention 0.0127712966661	säugling 0.0127663339847	cannabis 0.012136213735	aufklärung 0.0111460612928	psychotherapie 0.0108725122782	psychiatrie 0.010767682154	gesundheitlich 0.00997244972416	behandelnd 0.00992862673637	psychiatrisch 0.00971853233057	krankhaft 0.00920869226529	bluthochdruck 0.00832789424565	folge 0.00822185113308	therapie 0.00816440844505
topic246	politisch 0.0478649410066	staat 0.0322414712657	freiheit 0.0220683219281	macht 0.0196618818248	demokratie 0.0136976926725	revolution 0.0136952430015	politik 0.0110857529524	demokratisch 0.00950453986117	gesellschaft 0.00880595216059	frei 0.00847611031089	system 0.00845018692169	kapitalismus 0.00818887453455	welt 0.00768626557968	neu 0.00714105834295	bewegung 0.00705578596368	partei 0.00656287375256	kampf 0.00647983476206	arbeiter 0.00644726477424	revolutionär 0.00619110389257	radikal 0.00583937707019	sozialistisch 0.00583407434146	gesellschaftlich 0.00572855209602	interesse 0.00570621632373	kapital 0.005525202201	staatlich 0.00531891875111
topic247	gewinnen 0.179343071015	wettbewerb 0.0846419484233	turnier 0.0647533522314	finale 0.0523931537783	gewinner 0.0404210779974	sieger 0.0316412045192	jahr 0.0255717138712	teilnehmer 0.0247331675351	qualifizieren 0.0185155042545	talent 0.0182810256605	wette 0.0152952611603	international 0.0139402259973	meisterschaft 0.0138741120755	teilnehmen 0.0130843188925	teilnahme 0.012884872667	jury 0.0117458654351	halbfinale 0.0110310804692	lärm 0.0104863395059	gewinn 0.0100989640801	groß 0.00918064382032	chance 0.00902986727236	konkurrenz 0.00898820397185	qualifikation 0.00873778498821	bronze 0.008549723753	spannend 0.00827143683769
topic248	session 0.0740389810836	run 0.0608966143497	exkursion 0.0493965677047	poesie 0.0347919802651	neumarkt 0.0286823255294	tester 0.0278427162852	greifswald 0.0277867941853	internat 0.0252328559325	anstalt 0.023952875228	wirtschaftswissenschaft 0.0235159124002	kolloquium 0.0221306797664	studierend 0.019848994171	slawisch 0.0182314278678	schillernd 0.0181836110804	examen 0.0171583415802	magister 0.0161254151457	aufführen 0.0157087752789	kunststück 0.0152053874677	wetterbedingung 0.0149608458094	neurologe 0.0126535660475	paaren 0.0107221739053	einzugsbereich 0.0106174515161	markgraf 0.0105997258351	tandem 0.0105770556288	realismus 0.0101511270626
topic249	ausland 0.255291615637	ingenieur 0.0919020883609	immobilie 0.0909685616954	diplom 0.0891544110498	pirat 0.0860330481763	arbeitskreis 0.0820112262269	berater 0.0600141652055	naturschutz 0.0457808368476	notar 0.028433193013	natural 0.0185239797492	anlaufstelle 0.0138292332564	wasserfläche 0.0135869747331	besorgung 0.00939716998787	marktwert 0.00888066315852	bebildert 0.00825304975222	gegliedert 0.00715141841019	integrität 0.00614698855387	entzückend 0.00596966927375	bezaubern 0.00596416405084	dialogisch 0.00596067735682	geruhsam 0.00561425191215	vermögensverwalter 0.00553192836219	seeräuber 0.00446598864536	teilzuhaben 0.0039919838044	studienfinanzierung 0.00385495558791
topic250	soldat 0.126760154919	stein 0.112299539094	lager 0.0979731864914	general 0.046515970004	armee 0.0452517699265	truppe 0.0392214935464	gefangene 0.0344927956867	front 0.0285333027673	militär 0.0204501667598	offizier 0.0175428483473	sowjetisch 0.0166587007233	schottisch 0.0144956550077	wache 0.0140848117112	wehrmacht 0.0118863368407	brennholz 0.0103368015898	granat 0.0102948845266	obhut 0.0102530694098	kriegsende 0.00886702703409	militärisch 0.00839637890886	waggon 0.00805347608372	joint 0.00779105101059	bluse 0.00742844262936	kamerad 0.00734999708643	ventilator 0.00731835481623	herausfordern 0.00696833154916
topic251	kanal 0.107690878138	signal 0.105951008462	analog 0.0705730950858	welle 0.0489377940436	ausgang 0.0482566575948	frequenz 0.043424369017	eingang 0.0361269750181	übertragung 0.0274794593046	übertragen 0.0240755260801	schaltung 0.0224547307937	cpu 0.0179451562606	verstärker 0.0158219284162	takt 0.0149183002762	bit 0.0145732266328	senden 0.0144573290855	seriell 0.0127468309194	parallel 0.00996233556384	generator 0.00967025358443	synchron 0.00952198595595	multiplikator 0.00951816844331	neuhausen 0.00949305548016	syrisch 0.0089785235593	störung 0.00893002409369	schwingung 0.0088741329337	ansteuern 0.00864853297685
topic252	ehegatte 0.0719725748652	trennung 0.0523940124248	stammtisch 0.0496742095104	scheidung 0.0496251820274	unübersichtlich 0.0390551239475	fernseher 0.0375221343841	bürgerlich 0.0369930905513	vorschlagen 0.0358161480897	beitreten 0.0305200405423	aufteilung 0.0267621366191	ion 0.0209894086285	gesetzbuch 0.0183802520767	superman 0.0177960959673	magistrat 0.0177233923076	sperrig 0.0159994036559	alternd 0.0149120251415	zuweisung 0.0145482582045	auswanderer 0.0129655319458	macbook 0.0126067019977	warnhinweis 0.0111016118753	verscheiden 0.010725574853	personalmanagement 0.0102641547707	gratulation 0.00961034215733	fundgrube 0.00954183218512	einlagerung 0.0095325203607
topic253	position 0.36298943107	helm 0.0605723966027	ausfall 0.0431631938349	präsent 0.0385954408961	devise 0.0297582325451	ehrgeizig 0.0247697737734	ball 0.0217505358891	ausgeglichen 0.0199442334536	kompensieren 0.0179059741487	ballen 0.0169216322695	befördern 0.0162357123249	stemmen 0.0160829530268	vorzeichen 0.013711881091	abfallen 0.0136557132157	ausleihen 0.0121268752356	blickfeld 0.0116637937903	back 0.010748733126	handicap 0.0097423739452	erzwingen 0.00923693145266	gebracht 0.00920675103347	geschlossenheit 0.00895730266129	wechselhaft 0.00873422884126	verlagern 0.00848065150951	schwinden 0.00813173013862	verletzungsbedingt 0.00797957676348
