topic0	harmonisch 0.212277092519	aufrufen 0.177183671856	harmonie 0.154455802109	ami 0.135376433222	bessere 0.0816828717718	gelehrte 0.0567304447073	pluspunkt 0.0544932510832	kommentarfunktion 0.0479006533596	kribbeln 0.0263820456632	rouge 0.0236724143183	lebensentwurf 0.0184095311168	zusammenspielen 0.00809003043967	vierling 0.00211433905397	herrschen 3.14432938009e-08	wenden 1.28093446192e-08	geben 1.23778219458e-08	lassen 1.23503135339e-08	zeit 1.23365754239e-08	gleich 1.23346890831e-08	bestätigen 1.23321829874e-08	spüren 1.23291214057e-08	ansehen 1.23288621914e-08	liegen 1.23243076659e-08	erklären 1.23202711349e-08	bestimmen 1.23193484841e-08
topic1279	board 0.331368002515	prinzipiell 0.211508988482	beeinträchtigen 0.134914989421	norwegisch 0.0984670361244	dreckig 0.0791730356169	mutieren 0.0412313697042	möbelstück 0.026691339345	tarnen 0.0223869613156	mausen 0.0195664996086	landschaftsbau 0.00974730043921	hochsitz 0.00869891310175	jacht 0.00816464849157	rolllade 0.00515490730716	enterhaken 0.00169296487523	bestimmt 3.2714247715e-06	selbe 9.71187002531e-08	stimmen 9.37028170769e-08	entwickeln 3.2683890846e-08	weisen 1.73628638532e-08	prinzip 1.60666772075e-08	bedeuten 1.46714903196e-08	kommen 1.36601890542e-08	geben 1.27774385171e-08	stellen 1.2710501722e-08	ähnlich 1.25735738241e-08
topic1280	auswirkung 0.543134926257	zwischenzeitlich 0.145598477569	wunde 0.124452517715	verursacht 0.0654005846753	sauerland 0.0468771614962	prophylaxe 0.0304133063087	hundekot 0.00972140857062	amputation 0.00831868430582	landnutzung 0.00671269429122	grundwasserspiegel 0.00615090273285	antimikrobiell 0.00452484855733	verbunden 0.00206123406905	wundinfektion 0.0016059781106	wetterereignis 0.00111304044977	enorm 0.00111093081768	bindungsfähigkeit 0.000865006752399	zusammenhang 0.000372442957309	führen 0.000190607244259	betrachten 0.000155776984757	erheblich 6.67263215777e-05	zunehmend 6.16520804104e-05	tief 4.52200707694e-05	beginn 3.97309208586e-05	deutlich 2.17712809161e-05	gering 1.70759983028e-05
topic1281	diplom 0.209974845615	vielseitig 0.206181921186	sächsisch 0.203382924725	korn 0.103160043393	markenzeichen 0.0753574657862	oase 0.0358454263873	gastfreundschaft 0.0320517467482	schifffahrt 0.0294810204509	mundart 0.0278851743114	männerchor 0.0144643539739	zwickauer 0.0124139779779	riesenspaß 0.0118604785938	liederkranz 0.0103427000421	wanderpokal 0.00819110506308	naß 0.00697241433122	frauenchor 0.00557500047181	waldpark 0.0027862649946	chorwettbewerb 0.00274417360851	gelungen 0.000262527131843	verschieden 6.76145016176e-05	verbinden 3.66286387311e-05	jahr 2.16303601408e-06	stehen 1.90578988728e-06	gewinnen 1.49255032173e-06	gut 6.8910100344e-07
topic1282	chor 0.258014406997	arbeitsgruppe 0.180799876556	biologie 0.105623437379	szenario 0.0809994283662	durchlaufen 0.0706651855261	romantik 0.0653123276111	erarbeitung 0.0557580966331	schottisch 0.0489617439022	beherrschung 0.0305927591573	fehlerquelle 0.0181909503861	verfahrenstechnik 0.0141232292538	choral 0.0132004530951	loesung 0.0124596062261	stabilisierend 0.00930251427951	invers 0.00826990353015	datenlage 0.00606703224307	optimierungsproblem 0.00525380567682	forschungsinteresse 0.0039673699527	chorprobe 0.00375704797724	chorwerk 0.00331899048588	chorliteratur 0.00174836529224	stoerung 0.00116091293886	kunstlied 0.000791769631939	bestehen 0.000650817657268	grundlage 0.000127699895778
topic1283	überlegen 0.628993189471	quote 0.197470048648	skizzieren 0.0313426891607	regenzeit 0.0193137822484	zickig 0.0169713903673	abstehen 0.0168324404725	schätzchen 0.015523343375	verlaub 0.0120379228888	verdünnen 0.0109266189028	buntstift 0.00996322912902	ausflippen 0.00908040590213	stinksauer 0.00796752219345	spießen 0.00481779145804	verdonnern 0.00361976436598	getrimmt 0.0033359294869	verhältnis 0.00135863901486	machen 0.000802805986197	entscheiden 0.00075589999093	gut 0.000707191458679	unterschied 0.000696616333328	brauchen 0.000589406856483	hauptsächlich 0.000532076562015	denken 0.000473279739211	klar 0.000320166447726	halten 0.000284420114736
topic1284	lebendig 0.337058919422	creme 0.131693020493	vorzug 0.113198139387	wahlkampf 0.104829629182	tabu 0.0971488860674	wahlkreis 0.0644381531519	kandidieren 0.0353283826616	begehbar 0.0353234820908	unbürokratisch 0.0299172439284	hautbild 0.0141949635618	orientierungslos 0.00868219645297	vorurteilsfrei 0.00823223166893	inhaltsleer 0.00511365438728	tränensack 0.00506583339555	versprechen 0.00402223708322	nachtkerzenöl 0.00293620140341	intensiv 0.000703621720507	quellenkritisch 0.000447621057567	verzichten 0.000263607054316	genießen 0.000248831236382	machen 7.00935402023e-05	kommend 4.05640640189e-05	stark 2.47147118712e-05	persönlich 2.08292862089e-05	wichtig 4.1389394902e-06
topic1285	heimat 0.435150702589	blicken 0.275476249321	wohl 0.214804627764	sorgerecht 0.0279200666289	verhängnisvoll 0.0164319678314	paragraf 0.0149443753051	durchscheinend 0.00540698579131	kameraleute 0.00336674953436	unternehmensfinanzierung 0.00256996773027	fühlen 0.00103584027779	begegnen 0.000821629271986	verlassen 0.000466065127273	sorgen 0.000382325615843	vergangenheit 0.000300893583012	gemeinsam 7.03802360007e-06	fremd 4.90274855767e-06	gegenwärtig 6.84265797517e-07	bestehen 1.24128333528e-07	bereiten 5.75431665881e-08	stehen 4.01283295788e-08	umstand 3.13086674948e-08	gehören 1.01757416173e-08	bedeuten 9.80216178394e-09	eintreten 9.41304303345e-09	erinnern 9.32212950239e-09
topic1286	forscher 0.27362737186	winzig 0.128989670998	zunge 0.0991329231008	gefüllt 0.0916377176041	ziege 0.054533655617	fledermaus 0.0407361201141	mücke 0.0391385178249	entdeckt 0.0356928990684	schlafend 0.0250495718462	orten 0.0194702166893	fachmagazin 0.0173735186143	fahrtzeit 0.0154316986753	forscherteam 0.0136058074828	zielsicher 0.0129700365119	wirbeltier 0.0115416820904	hochsensible 0.00890178953987	tollwut 0.00870432286369	nagetier 0.00849020227505	wildlebend 0.0074709999946	blutsauger 0.00723544007416	stammen 0.00661742535346	zeigen 0.00610047278336	ionenkanal 0.00599509919982	bekannt 0.00450853414995	wärmequelle 0.00448960329641
topic1287	motto 0.401953987636	heimisch 0.194147328441	attraktion 0.0757591100108	einzugsgebiet 0.0522175826	rahmenprogramm 0.0420042669893	zirkus 0.0389593058951	schulleiterin 0.0270140507722	koordinator 0.0188136563394	sorgen 0.0135213570731	einzugsbereich 0.0122247678612	hüpfburg 0.0113828828748	stehen 0.0091585751064	bühnenprogramm 0.00857579890408	manege 0.00714585575409	besonder 0.00670327275794	abarbeitung 0.00662419839216	jahr 0.00571698426679	pauschalangebot 0.00516332269805	gestalten 0.00499279077634	groß 0.00491891610925	bieten 0.00445194891074	badestelle 0.00437233947055	finden 0.004284141482	familiengottesdienst 0.00418497409334	akrobat 0.00397778489556
topic1288	bundesland 0.40557252585	hilfsmittel 0.160736960497	klagen 0.125968856082	lebensversicherung 0.0560026315376	blaue 0.0496744228501	überarbeiten 0.0490431882785	vorschreiben 0.0488844167923	premier 0.0452095185918	schriftstück 0.0235787034249	hannoversch 0.0214226321437	signalwirkung 0.0101972660245	geschasst 0.0022150161695	einzeln 0.000457545021927	vergangen 5.79070574975e-05	geben 7.42090079009e-08	grund 3.67118588645e-08	gelten 2.78725366271e-08	neu 1.04206791937e-08	eigen 9.9402577757e-09	bleiben 9.84279140655e-09	vorliegen 9.8297345495e-09	stehen 9.82201718939e-09	sehen 9.79692212121e-09	gehen 9.79144393755e-09	rechtzeitig 9.78837541065e-09
topic1289	erklären 0.680697540934	erklärung 0.216446929955	leuchtend 0.0408912576095	ungefährlich 0.0189134399947	höchstgeschwindigkeit 0.0118318375752	grundfläche 0.00997098438443	vogelperspektive 0.00395556701651	subsystem 0.00329643173207	beteuerung 0.00277843972378	beunruhigt 0.00237488380878	strapaziös 0.00204412454807	halsbrecherisch 0.00150154653175	kreuzfeuer 0.00147681586354	betäubend 0.00133624096842	erwähnen 0.00074886837745	folterinstrument 0.000618904208143	thematisieren 0.000604678453735	heißen 8.92292760679e-05	rauch 3.00403172611e-05	erweisen 2.75310168935e-05	bekannt 6.97121958507e-07	betrachten 3.71585640183e-07	kurz 9.1738191792e-09	stehen 5.74994348325e-09	stehend 4.0554777486e-09
topic1290	zusammenfassung 0.398419075297	sphäre 0.126294927189	kappe 0.117602870739	aufwärmen 0.117122385451	streuung 0.0368238080651	erreichte 0.0305660956732	hütchen 0.0295325394732	ranzen 0.0242798114338	bewegungsspiel 0.0213754765633	gaudi 0.0210682658593	koordinativ 0.0159147082257	hübsche 0.0129750369048	grenzübergreifend 0.0119788798838	jugendleiterin 0.0112581540149	holländerin 0.00927856810583	ballgefühl 0.00522577639077	inhaltsanalyse 0.00473501483205	kurz 0.00303562915146	intensiv 2.55417875897e-08	unterschiedlich 2.51696433162e-08	wichtig 2.51642779614e-08	stehen 2.51405838626e-08	erst 2.51402744286e-08	unterschied 2.51361662431e-08	dienen 2.51355869453e-08
topic1291	junge 0.617501763365	deck 0.0919908536759	nachname 0.0580968220619	sonnenbrille 0.042101698255	eule 0.0345122074992	madame 0.0266475212561	einlaufen 0.0224675849226	auffahrt 0.0204590397478	tau 0.0164438828934	segelschiff 0.0152602621693	gekrönt 0.00889933499679	unvorsichtig 0.00866477128176	kentern 0.00791842442078	kajüte 0.00573031102364	halbnackt 0.00546543928243	coffeeshop 0.00384842075966	falkner 0.00336945509551	angefahren 0.00226227704905	begeisterter 0.0018188206373	falknerei 0.00180156603036	klein 0.00105220986287	verlassen 0.000625927064275	mühe 0.000538590926844	sehen 0.00039176790745	kommen 0.000317323273429
topic1292	rasch 0.276333055144	spektakulär 0.162086374154	kontinent 0.124344307124	anblick 0.0782752782393	gebirge 0.0606401787457	pfeife 0.0519781976547	horde 0.0306626388219	landstrich 0.0198595545585	eindringling 0.0182620670563	durchqueren 0.0160756719215	verfolgungsjagd 0.0101967183306	geringere 0.00972052701092	zerklüftet 0.00945479007765	erweisen 0.00737704732551	riesig 0.00717282974375	hockey 0.00683167443382	riesenschritt 0.00574595383489	nebenfluss 0.00564935280708	kränken 0.00547668903201	schandtat 0.00540932763573	gegenschlag 0.00472711923708	entlohnen 0.00399265657991	fern 0.00392818125695	gebirgskette 0.00363565703455	einfallstor 0.00350316757007
topic1293	leer 0.493043203669	lager 0.320084004288	lieferbar 0.0879871022886	floskel 0.0227254813262	schweißen 0.0172313634326	rückgaberecht 0.016612221022	teamwork 0.0141258535555	millionenfach 0.00968432151503	verzinkt 0.0048102367245	reißfest 0.00436059701177	aufsitzen 0.00380489496001	laminieren 0.00201745268653	fälschungssicher 0.00179933583662	entfernt 0.000597683014455	liefern 0.000194438506269	entstehen 6.86150353552e-05	gestalten 6.38945216638e-05	möglich 1.42050951365e-05	liegen 1.06397172816e-05	bedeuten 6.2025963464e-06	extrem 2.25318919686e-06	arbeiten 1.61163039773e-06	schnell 2.07898703605e-08	machen 1.74218030704e-08	neu 1.57261049526e-08
topic1294	grundsatz 0.234655291154	kanadisch 0.128689855824	eingeschränkt 0.123649264553	unterhalt 0.100467536624	angesehen 0.0646719905098	überdenken 0.0533875474108	gastieren 0.0350799847666	missachtung 0.0284113764208	diamond 0.0258776142191	ausgeschrieben 0.0243720246016	restriktion 0.0235010821882	kindeswohl 0.019949328385	unterhaltsanspruch 0.0193146610994	gesetzeslage 0.0189648366123	ausgeübt 0.0179571775687	teilzeitbeschäftigung 0.0165908864171	übersichtskarte 0.0136930822501	betreuungsunterhalt 0.00901767862671	fiktiv 0.00877491169982	ehegattenunterhalt 0.0085118578074	nachehelich 0.0052244528788	einübung 0.00421948983596	unterhaltsrechtlich 0.0040513152079	kammerphilharmonie 0.00328364314873	solokünstler 0.00316781348625
topic1295	bescheinigen 0.120551012523	haller 0.0910830088747	videoaufnahme 0.061335995687	heiligung 0.0508134496242	dienstleistungsangebot 0.0453269348002	saisonauftakt 0.0447782369155	flugreise 0.0429271642422	weltstadt 0.0356770562554	ersatzgeschwächt 0.0330951601259	fachbesucher 0.0323203309599	sportheim 0.0307447081506	reformer 0.0263575692478	ermüdung 0.0258126642135	eingemeindung 0.0243748186092	ehrend 0.022336332938	kernphysik 0.0214839202462	ausbildungsprogramm 0.0196470514117	erinnerungsvermögen 0.0162156177158	wasserfilter 0.0154517348608	bespiel 0.0145703181907	selbstsüchtig 0.0143146542668	hintergrundstrahlung 0.0116763308652	trainingsbeginn 0.0116069485864	moldau 0.0115821441451	betriebsgeheimnis 0.0114585145892
topic1296	sammeln 0.679541435732	verzweifelt 0.113217925758	siebt 0.0924775829965	hingehen 0.0755186535714	weiher 0.027583865947	autogrammkarte 0.00525450532788	museumsraum 0.00218433614725	verplanen 0.00214368847287	jurorin 0.00108769312244	versuchen 7.21578832871e-08	hinterlassen 2.39991118165e-08	mal 1.18090128138e-08	stehend 1.05131123408e-08	gehen 1.02477716867e-08	handeln 9.91269177299e-09	letzt 9.90604587611e-09	machen 9.90545463951e-09	wunsch 9.90527051861e-09	wissen 9.90505254017e-09	nah 9.90443656946e-09	gut 9.90425840692e-09	nehmen 9.90390245469e-09	enden 9.90382056383e-09	zweit 9.9036520447e-09	weg 9.90349514453e-09
topic1297	knüpfen 0.27131142872	hauptschule 0.183349690584	schulabschluss 0.0808842474283	berufswahl 0.0551155591481	hauptschulabschluss 0.04401278952	schulart 0.0358695766446	weiterbildungsangebot 0.0345976801505	fachstelle 0.0340651494664	hauptschüler 0.0321132822298	praxisbezogen 0.0295110932821	induktiv 0.0290093253592	jahresfrist 0.0233276392275	kultusministerkonferenz 0.0202725768035	betreffzeile 0.0180210258548	grund 0.0161779494107	freiarbeit 0.0134993214753	pflichtfach 0.0114336012631	schulversuch 0.010410668432	teilort 0.00805962462599	farbkonzept 0.00706690463478	ansuchen 0.00672390941054	befruchtend 0.00621029063262	privatuniversität 0.00544810261997	trainingsraum 0.0048952530248	pestizideinsatz 0.00477177607592
topic1298	freundlich 0.437942874454	konstruktiv 0.107645594869	rauh 0.08099127283	gestehen 0.0673963218628	bann 0.0651778785804	lachend 0.0240851834525	grell 0.0232004691469	nachforschung 0.0224100756381	gefühlvoll 0.0219340243137	blendend 0.0166149532076	beglücken 0.0153757561979	heften 0.0146586042364	illuster 0.0130612383739	verwundert 0.0130356006997	weinend 0.0113513028634	gastfreundlich 0.0096020821843	schnörkellos 0.00890102733141	zeihen 0.00823793723429	tröstlich 0.00798740813381	bedächtig 0.00754603029681	gelinde 0.00614821018752	schwitzend 0.0040613929667	kellergewölbe 0.00367007899697	leuchtreklame 0.00284949358667	wonnemonat 0.00275717357111
topic1299	befreien 0.368828849455	befreiung 0.248002611287	abgegeben 0.0730094876924	beihilfe 0.0720669725507	unbedenklich 0.0676952891221	fahrschule 0.057389734031	kaffeepause 0.0199219654977	einrechnen 0.0189121553214	kontamination 0.015954469837	unwille 0.0136939406401	jahresüberschuss 0.00889654246097	gesundheitsleistung 0.00877806379996	lehrmethode 0.00695003367728	teilnahmebeitrag 0.00564629228286	lizenzvergabe 0.00509892580599	werkstudent 0.00355363407361	konzeptpapier 0.00275161611361	entsendend 0.00116237904235	beginn 1.20655850654e-07	möglich 1.75287137408e-08	grund 1.69132728183e-08	sonstig 1.6904173145e-08	ende 1.69019001471e-08	zählen 1.68906514412e-08	nähe 1.68832757361e-08
topic1300	fit 0.584069771038	quatsch 0.162757565107	weißrußland 0.0522247644415	vereinnahmen 0.0282392891861	leistungsvermögen 0.0260820540152	oberhaus 0.0255444373311	erlernbar 0.024447235412	einverständniserklärung 0.0205209209427	förderunterricht 0.0158805057659	startberechtigt 0.00982577481671	lattentreffer 0.00977660439656	mehrfaches 0.00920792194839	zuschütten 0.00733155753856	gesamtangebot 0.00713852520245	leistungsentwicklung 0.00535800246604	staatskonzern 0.00342280070784	wahlpflichtunterricht 0.00272441006587	nähkurs 0.00224390158556	machen 0.00130266018534	persönlich 1.90358950499e-08	erst 1.90172680915e-08	praktisch 1.90172105595e-08	gut 1.9017132042e-08	möglichkeit 1.90167968234e-08	bleiben 1.90167506927e-08
topic1301	bauen 0.745715236737	gemein 0.0664998527949	annähernd 0.0595833319283	endeffekt 0.0284487243537	tageslicht 0.0253293137202	elektriker 0.0174642019066	reflektor 0.0162915942437	echse 0.00845457983886	ladenpreis 0.00332247016771	zugegebener 0.00293067203395	machen 0.00278123602882	synthetisieren 0.00257513779749	geben 0.00172970233375	brauchen 0.00136947027186	gehen 0.00135212585688	einfach 0.0011535129145	kommen 0.00111880646623	enorm 0.00111491488874	einen 0.00110240425009	groß 0.000965666930533	legen 0.00096196089464	restlich 0.000729464045057	lassen 0.00072407414414	eigen 0.000700327432294	ganz 0.000436257251303
topic1302	gameplay 0.135573541306	ausgelassen 0.093680465855	spoiler 0.0929001198133	malerisch 0.0727132145186	prügeln 0.0676546740719	soul 0.053721594825	auftreiben 0.0474974051915	asiate 0.040347814492	kostbarkeit 0.0354330678892	hinterhalt 0.0354027032236	urlaubsort 0.0291063216459	shooter 0.0279947939573	fanatismus 0.0217877738679	hypnotisieren 0.0216828578222	staatsgrenze 0.0200029126081	dorsch 0.0180618730742	beneidenswert 0.0171512698143	projektil 0.0162971266273	spielszene 0.0154231934293	unterholz 0.0141687080863	vermummt 0.0103138573023	plappern 0.0102441890252	sergeant 0.00974404525958	eindruck 0.00935673090236	hinterzarte 0.00889653620008
topic1303	steigerung 0.31963358342	charme 0.195490854314	fasziniert 0.0957865087748	zusammenkommen 0.0788572747067	erschaffen 0.0628121708219	absenkung 0.0496641331661	auftaktveranstaltung 0.0342837983045	vernachlässigung 0.0339090351509	stadtmarketing 0.0309895735101	tragfähigkeit 0.0216371314177	gesamtsituation 0.0192629786632	neugierige 0.0122921609889	zusammenbleiben 0.012119829621	aufrütteln 0.0102687347363	entwicklungskonzept 0.0101482487359	bearbeitungsdauer 0.0050071669288	wohnstandort 0.0025290402086	gepolter 0.00192648675391	begegnen 0.00183508124434	ausmachen 6.7819167698e-05	erwartung 4.82240021551e-08	jahrzehnt 1.62860056936e-08	äußern 1.49009237595e-08	zeihen 1.47943646078e-08	besonder 1.47938122482e-08
topic1304	real 0.574954902497	komponist 0.166391836618	pianist 0.0624340076678	repertoire 0.0487696176979	interpret 0.0431044138092	songwriter 0.0288591625924	aufdrehen 0.0176762391216	landsmann 0.0151510390768	betrunkene 0.00760564095556	liebeslied 0.00717669417038	kampfkraft 0.00689958821165	folkmusik 0.00424027948665	fussballfan 0.00373699425355	koautor 0.00237110947917	totgeglaubt 0.00209560503503	showgeschäft 0.00207801410733	basieren 0.00137224701705	begleiten 0.00101914267528	ergänzen 0.00100510199199	widmen 0.000950207934404	packend 0.000512033762702	bekannt 0.000315389037941	intensiv 8.99079294336e-05	selten 8.76733226342e-05	unglaublich 4.0586427443e-05
topic1305	installation 0.291456190848	schicht 0.254599252914	bit 0.191229775601	pinsel 0.0781079910196	schriftgröße 0.0354742774187	schablone 0.03311561406	korrigiert 0.0192623523693	bemalung 0.0148731756433	ford 0.0135920847661	hauptprogramm 0.00997258544551	arbeiten 0.00903348592233	bildschirmauflösung 0.00835454346133	adressierung 0.00614304226718	benötigen 0.00468694123405	seitenleitwerk 0.0046795056454	deckkraft 0.00436920517588	spät 0.00383581867867	bestehen 0.00289975309236	mattlack 0.00281093319667	abbrechend 0.00169335227407	betriebsform 0.00165385693335	einzeln 0.00148708185161	bestehend 0.000972472616066	dienen 0.000968760714582	exakt 0.000513826680688
