topic0	kind 0.66721733821	jugendliche 0.0844466680752	erwachsene 0.0427552882485	geben 0.0133473019919	jahr 0.012908680944	gemeinsam 0.0109691929312	schule 0.0102929985574	finden 0.0054151828234	eigen 0.00480464918008	umgang 0.00472227081523	bieten 0.0041231223815	möglichkeit 0.00376165334022	früh 0.00363403622275	spielerisch 0.00362621603528	erleben 0.00357551147817	verschieden 0.0034475009581	entwicklung 0.00344692667348	brauchen 0.00340296806345	schulsystem 0.00329839143691	stehen 0.00269194073783	täglich 0.00260508609687	spaß 0.00258310148378	nehmen 0.00242822140988	fördern 0.00227255143711	entwickeln 0.00222437077957
topic486	staat 0.112705175218	grenze 0.0858130577709	frieden 0.068786108855	israelisch 0.047490446991	vereinigt 0.0371583398599	friedlich 0.0368564791523	terrorist 0.0252041275097	international 0.021882861551	flagge 0.018976992831	konflikt 0.0188742107756	muslimisch 0.0185880644056	abkomme 0.0182124166923	palästinensisch 0.0162562961413	besetzt 0.0158636827279	palästinenser 0.0153753849352	geheimdienst 0.0153207117558	terrorismus 0.0145199137535	sicherheit 0.0135398800384	territorium 0.0119958864747	arabisch 0.0114611499629	bewaffnet 0.0112255256185	gewalt 0.0107258288549	militärisch 0.0101301854572	repräsentant 0.00986327928889	israeli 0.00985064466514
topic487	institut 0.410574808826	fach 0.121398002622	direktor 0.0888911007695	gewinner 0.0817956481145	psychologie 0.0589805011824	universität 0.04733827667	psychologisch 0.0436549153229	würdig 0.0294272853671	lehramt 0.0236802638029	sir 0.0228774577257	befähigung 0.0104604224671	musikwissenschaft 0.0081448255856	sonderschule 0.00788467453754	backpulver 0.00601944787733	vorjahressieger 0.00517447127158	titelverteidigung 0.00489797871306	prälat 0.00328623965683	stubentiger 0.0029429671202	institution 0.00293998776248	stressbewältigung 0.00278761595105	erheiterung 0.00263300648594	allerschön 0.00239828180133	konsumiert 0.00232273676755	biofeedback 0.0022322835859	leiten 0.00212210342668
topic488	asiatisch 0.0793912266119	grill 0.0709871340162	kühlschrank 0.0701403806355	zubereitung 0.0700961998521	magier 0.0683436408468	zaubern 0.0634775472082	zauber 0.0554422373068	grille 0.0430295140188	portion 0.0424248962949	zäh 0.0393335453584	slogan 0.037004534794	koch 0.0345258675624	aufbewahren 0.0325974527316	trupp 0.0288329332183	steak 0.0278645410226	anbraten 0.0270341552029	ableben 0.0232614360022	schmieden 0.0207810253816	auslöschen 0.0167839036838	bewachen 0.0166026828825	marinade 0.0125898804184	gourmet 0.011802385651	strip 0.00967059420046	chefkoch 0.0091191239891	gekillt 0.0086436325009
topic489	ansehen 0.366958550463	verschenken 0.0734936962582	berechtigung 0.0633411894787	funken 0.0439278932709	pyramide 0.0382520439398	webkatalog 0.0211162022842	hungern 0.0205054777304	gegenstück 0.0203367856836	minderwertig 0.0196887503836	ruderverein 0.0184611378683	dateianhang 0.0173184216228	verfeinern 0.0168292452149	driften 0.0164602944299	ausreichend 0.01631027728	ironie 0.0143567068473	beglücken 0.013525227055	möbelstück 0.0125250580324	weihnachtsgeschäft 0.0113946132779	leichtgewicht 0.0111900953336	berührend 0.0108744363292	würdevoll 0.0103162179391	erdrückend 0.00999811724079	erschaffung 0.00980948971803	ekstase 0.00871965239489	bauleitung 0.00691516308385
topic490	gruppe 0.712819722405	helfer 0.0897891231667	mitspieler 0.022507855723	demenz 0.0167246953635	takt 0.0159976795459	gemeinsam 0.0159834049347	einzeln 0.014899202512	unterrichtsstunde 0.0135784219824	verlosung 0.0129652439457	verschieden 0.0121223927827	gruppierung 0.00820988566445	organisieren 0.00604916978033	bilden 0.00573450784694	jetztig 0.00482259085706	konfliktsituation 0.00463068612863	bestehen 0.00428475226943	unbeabsichtigt 0.0034892685881	einzelperson 0.00292616389357	schulfach 0.00268338300197	mehrpreis 0.00263237826196	senkel 0.00205637734105	unterschiedlich 0.00194918485511	vorbereitung 0.00191983513469	leiten 0.00170662059378	vorbereiten 0.00168613023085
topic491	arzt 0.480345095452	ärztlich 0.0959722768691	landesverband 0.0471299586494	gesundheitswesen 0.0417910607932	diagnose 0.0267124863311	hausarzt 0.0230937303558	ersetzen 0.0221691846262	norddeutsch 0.0218314841609	genossenschaft 0.0180146538059	temporär 0.0162997661099	berufsverband 0.0143858506695	niedergelassen 0.0136865217815	abklären 0.0126896827477	landesvorsitzende 0.0115721760338	lübecker 0.0105232912663	log 0.0098346874265	ärztekammer 0.00926900263086	elft 0.00923571770848	klamm 0.00832926335739	schweigepflicht 0.00821843833913	grundstock 0.00560110809158	zusatzqualifikation 0.00463010761475	tüftler 0.00461918784874	wartungsfrei 0.00452626093475	beschwerdebild 0.004406353507
topic492	methode 0.20713389555	objekt 0.176903115034	zeichen 0.151446737636	klasse 0.0361041270368	statisch 0.0289185070709	base 0.0225533636485	definieren 0.0215936317307	string 0.0190917176127	klammer 0.0183074904267	angemeldet 0.0159400211569	byte 0.0148624273276	parameter 0.013891133446	array 0.0105929823748	quellcode 0.0098921955159	alphabet 0.00975607962572	konvertieren 0.00891959811898	erzeugen 0.00839182339571	informationstechnik 0.00721443775424	eigenschaft 0.00545356584338	radioaktivität 0.00544488502999	setzen 0.00542625893958	voreingestellt 0.00534760963377	rechenleistung 0.00525553473461	konvertierung 0.0047657351058	enthalten 0.004723507177
topic493	kollege 0.393116176402	intelligent 0.118095852038	kollegin 0.0917990890388	intelligenz 0.0377182832077	kaufmännisch 0.0306105609917	delphin 0.0298020302326	arbeitstag 0.0262701475886	hai 0.023473759032	mittragen 0.0199182011366	gleichsetzen 0.0186925824788	ausbildungsberuf 0.018150694255	zeitarbeit 0.0151191348418	ausgeklügelt 0.0141617637744	krähe 0.0124007048412	entgegentreten 0.0113884667834	fortwährend 0.00931294802114	unvorhersehbar 0.00845600883102	erdnuss 0.00793053099798	irrglaube 0.007231887952	arbeitnehmerüberlassung 0.00719604515899	aussitzen 0.00662434943052	kernaufgabe 0.00629975529137	ausbildungszeit 0.00621492306738	lernfähig 0.00621362510144	mitschülerin 0.00620032877432
topic494	gericht 0.178456982635	verfahren 0.16218063763	richter 0.0643589515225	klage 0.0556763022498	urteil 0.0556470858324	landgericht 0.0412065158009	amtsgericht 0.0341189971293	verhandlung 0.0340672910558	mündlich 0.0311105570369	instanz 0.026746352235	gerichtlich 0.0194874418188	unbegründet 0.0136559295507	sache 0.0131363608667	zustellung 0.0122165425754	streitig 0.010869695355	rechtswidrig 0.0104462964667	schriftsatz 0.00812156264366	einstweilig 0.00779609600911	vorbringen 0.00743996228723	lassen 0.00736119760105	rechtsfrage 0.00723198308684	eigenhändig 0.00656225696267	gerichtsbarkeit 0.00619818246959	rechtlich 0.0061900167234	prozesskostenhilfe 0.00569613917275
topic495	erhöht 0.0282788788757	risiko 0.0233655041396	diabetes 0.0179887295599	tumor 0.0153256741157	störung 0.0122537540729	mediziner 0.0110038357113	erkranken 0.0108506575634	körper 0.0106450262502	hoch 0.0100586981575	gewebe 0.0100341955944	übergewicht 0.00982069939749	nahrungsmittel 0.00980306674965	gehirn 0.00940963214944	krankheit 0.00926323074755	gesundheit 0.00901554161955	leiden 0.0089591990632	blutdruck 0.00890027054475	hormon 0.00876470394598	schädigung 0.00818626937592	blut 0.00805743479308	mensch 0.00798339935538	führen 0.00797614838075	präparat 0.00790383797805	herzinfarkt 0.00774468762363	schlaganfall 0.00773498885674
topic496	tank 0.123023873363	laufende 0.0812461704689	kraftfahrzeug 0.0805079173585	trip 0.0572749661164	scheune 0.0471141038454	canyon 0.0447429138607	spielregel 0.0439181624649	einplanen 0.0402360747647	überziehen 0.0356625341792	austreten 0.0344207831965	dachboden 0.0337317097202	boulevard 0.0259617237676	trubel 0.0246421876563	vermutet 0.0243971006115	fels 0.0199782540484	wirtschaftsinformatik 0.0188984248506	kinderheim 0.016336558067	motorraum 0.0156784572144	relaxt 0.01496492065	trennwand 0.0136708550053	rumfahren 0.0136413916838	kopfbedeckung 0.0122375172185	adressieren 0.0115189373611	sonnencreme 0.0111819140605	abgeschiedenheit 0.010476102364
topic497	strafe 0.089319946182	justiz 0.057504630096	straftat 0.0437574370848	lebenslang 0.0415349838265	verbrechen 0.0319440316043	entschädigung 0.0281604741885	verfolgung 0.0275391244479	kommissar 0.022205958735	bekämpfung 0.0207696252761	kriminalität 0.0203411169618	folter 0.0198046508778	versichert 0.0192842544323	gefängnis 0.0177416264819	verbrecher 0.017425883834	unschuldig 0.0169870853074	todesstrafe 0.0168115727052	verurteilung 0.0161076583148	geldstrafe 0.0154738370861	diebstahl 0.0134967023194	kriminelle 0.0134553558013	rechtsstaat 0.0128568357812	strafrecht 0.0126139215324	delikt 0.0120384098911	glut 0.0116961325341	haftstrafe 0.0110572723526
topic498	euro 0.557085250428	kosten 0.107380903657	höhe 0.0231186626978	zahlen 0.0149791832003	liegen 0.0145605313483	tarifvertrag 0.0116830400278	geben 0.0115931835798	zusätzlich 0.0115265682318	monatlich 0.0103723392833	erhalten 0.00959151263643	belaufen 0.00843570956655	jahr 0.00729948410836	betrag 0.00707622537572	kosen 0.00694898454639	rechnen 0.00595114609011	fallen 0.00578602734603	kommen 0.00574589532165	knapp 0.0054015843597	jährlich 0.00531123531583	summe 0.00510491083524	aktuell 0.0049628363019	bekommen 0.00448646335962	gelten 0.00445565313378	weit 0.00422733925943	entsprechen 0.00365642690614
topic499	laut 0.265464777504	leise 0.124541119518	baujahr 0.0564387182142	lautstärke 0.0453269234456	warte 0.0435402073862	sitzend 0.0382212333219	equipment 0.0354111393294	edelstahl 0.0331654894277	merklich 0.0315003424256	geschnitten 0.0297722782872	auspuff 0.0269432882293	timen 0.0266353909611	erwähnenswert 0.0260232615504	verbauen 0.0245040975944	eingeschlossen 0.0234294551315	kompressor 0.0190011606697	dezent 0.0149864109479	vertrieben 0.0147074704273	ungezählt 0.00739175922524	verdünnen 0.00694563080954	aufgeladen 0.00606292804384	spanngurt 0.00556514640016	hörbar 0.00556109774723	stimmungsbild 0.00469409943985	digitaltechnik 0.00426989436551
topic500	schwierigkeit 0.15428864768	hindernis 0.107095096489	bewältigen 0.106984579605	überwinden 0.090238236959	hürde 0.0895088184536	sektion 0.0620474407636	diagnostik 0.0610754860205	berufstätig 0.0193293126091	parcours 0.0173397078642	landesvorstand 0.016205450499	zeugin 0.0158043030291	laufstrecke 0.0142840415453	umgehung 0.011952242475	gesamtlänge 0.0118563850401	prüfend 0.0113451749752	teilgebiet 0.0100972383725	slalom 0.00979413252621	krankengymnastik 0.00929385590432	hüftgelenk 0.00924193804986	untersuchungsmethode 0.00849789294236	gastauftritt 0.00816599170667	freudenstadt 0.00780962896633	gründungsjahr 0.00740048140322	nierenversagen 0.00731616803703	klinikaufenthalt 0.00727601698026
topic501	staat 0.0811159270075	reich 0.0458116065712	schuld 0.0380980873267	arm 0.030660074846	armut 0.0272204649019	global 0.0225860392373	weltweit 0.0160415993331	welt 0.0159937108006	globalisierung 0.0146868589314	reichtum 0.0143565272321	groß 0.014176912155	wirtschaft 0.0132776429452	währung 0.0124528983111	einkommen 0.012447387141	wohlstand 0.0116495458034	markt 0.011489686705	profit 0.010265937006	kapital 0.00792953148457	gehen 0.0076164827284	problem 0.00691203146431	wirtschaftlich 0.00659031036948	ungerecht 0.00652904288304	wirtschaftswachstum 0.0063630915553	ungleichheit 0.0061260793311	machen 0.00610986809655
topic502	bitte 0.199235439446	unwahrscheinlich 0.068490031874	koordinieren 0.0667704590849	pistole 0.0662699473056	schmunzeln 0.056800970422	witzig 0.0530761944581	hauch 0.0498885421535	beerdigung 0.0442097215941	aufschreiben 0.0439318755477	perfektion 0.042609306611	tendenziell 0.0420551483191	treibend 0.0394584195641	boom 0.0351774026132	lauenburg 0.030139463832	gesehen 0.0252847564214	spitzenverband 0.0229757369288	marge 0.0208732718953	imitieren 0.0171243331951	würze 0.0149834112036	volkszählung 0.0144723434817	pantomime 0.011336721212	wonne 0.00989787941869	stagnation 0.00822895222398	diphtherie 0.00462523689555	umsatzzahl 0.0029359186256
topic503	regierung 0.100129124252	groß 0.0288182611876	land 0.0257687324399	mehrheit 0.0246510155496	präsident 0.0179122074596	bevölkerung 0.0136797510085	koalition 0.013272146284	geben 0.0120513852599	opposition 0.0115805884502	parlament 0.00941802229465	kommen 0.00892192823554	neu 0.00793015060286	sagen 0.00785601268324	tag 0.00710604139839	erklären 0.00665698588489	demonstrant 0.00655331112741	protestieren 0.0064143491619	eigen 0.00636666082295	regieren 0.00629527881203	jahr 0.00605434689071	ende 0.00590664056832	nachrichtenagentur 0.00576319211672	wahl 0.00575817583519	machen 0.00572145118324	kanzler 0.00561003591952
topic504	instrument 0.278196684858	vergeben 0.258555970433	kette 0.122068298668	kopieren 0.0691399730457	verbreiten 0.0512387948128	urheberrechtlich 0.0463763240868	entlastung 0.0197966605576	detailiert 0.0147130789303	leerlauf 0.0138189438463	paderborner 0.0132848770382	quell 0.011922790097	mauszeiger 0.0110604183741	kostensenkung 0.00837590777546	geschliffen 0.0083591843697	weiterverbreitung 0.00563583169195	ingolstädter 0.00560919319746	befreiungsschlag 0.00526708245929	mutiert 0.0052612121624	unregelmässig 0.00465622428605	unverkäuflich 0.00399944475708	gemeinschaftsunternehmen 0.00371247104547	angemietet 0.00346314122258	bewacher 0.00325001664141	wachstumspotenzial 0.0031361379109	musikwiedergabe 0.00296822703226
topic505	distanz 0.122101592214	horizont 0.111825954339	schein 0.108580761891	leidenschaftlich 0.0678199855557	neugier 0.0567604596152	erzähler 0.04816353051	schüchtern 0.041739126701	wachen 0.0408927061388	kreation 0.0309856837014	verrückte 0.0294344201236	glühend 0.0287654973264	hochland 0.0229563114944	vollmond 0.0204573111563	obstbaum 0.0199107555687	erschwerend 0.0173328876467	unterordnen 0.0155916288857	übereinstimmend 0.0151855900248	drehbar 0.0149234020265	koblenzer 0.0135359154837	irrweg 0.0131903467937	umgestalten 0.0131253917976	trügen 0.0122949295374	faulheit 0.0115005616026	absorbieren 0.010559846762	morbid 0.00971244867374
topic506	selbständig 0.0729167304641	personal 0.0689252734338	fähigkeit 0.0687714314223	stelle 0.0686139894234	bewerbung 0.059989673811	kenntnis 0.0446278715761	bewerber 0.0394593924654	bewerben 0.0216525312683	interesse 0.0195159929801	erfahrung 0.0191817250438	selbständigkeit 0.0188384079094	zeugnis 0.0168871647557	lebenslauf 0.0165786489815	persönlichkeit 0.0135623088191	persönlich 0.0126006238847	gut 0.0125693039978	berufsleben 0.0115531378816	tätigkeit 0.00951458882458	laufbahn 0.00926388164795	schriftlich 0.00916067146466	voraussetzung 0.00875651627745	qualifikation 0.00849174520985	hauptgrund 0.00828485703136	chance 0.0082301982407	verfügen 0.00780861752946
topic507	campus 0.126167704581	flora 0.093106231091	satire 0.0725422984134	fauna 0.0691622813692	hirsch 0.0500575951434	schaufel 0.0493001410662	rosengarten 0.0470303575888	bedacht 0.0460823911904	lachend 0.0419256087576	pingback 0.0289428909248	gastbeitrag 0.0286266653853	redakteurin 0.02759995829	simultan 0.0256253674984	objektorientiert 0.0250665203394	wunderlich 0.0224466389602	sammelstelle 0.0214255625031	warmherzig 0.0191664584129	zeitintensiv 0.0185687292138	kongresszentrum 0.0184219402825	weinend 0.0161788001255	suchdienst 0.0158054216296	stadtplaner 0.015263987112	arbeitskleidung 0.0143437677415	wetteifern 0.013355121603	buhlen 0.0128483383023
topic508	dienst 0.5980870119	fokus 0.132979268937	sparte 0.0442840611946	besucht 0.0348146495386	einleitung 0.0331045894788	heidelberger 0.0280950914752	landesmeisterschaft 0.0166293278635	tribut 0.0140674578278	spagat 0.012882419831	judoka 0.0127618044345	bewahrheiten 0.0125338586401	erschwert 0.0109041653806	unpraktisch 0.00948815562972	gleichartig 0.00678933756072	bewunderer 0.00539840354861	hergehen 0.00391719163602	gesamtübersicht 0.00303484914867	umstehende 0.00290230524156	galaxis 0.0027834169633	dienstleistungszentrum 0.00248361215415	beschäftigungsförderung 0.00238486394656	dienstleistungsorientiert 0.00157312818065	transkulturell 0.00154489755189	fundbüro 0.00153222534206	leisten 0.00124297199464
topic509	fremde 0.148206268712	interkulturell 0.128229043634	migrant 0.0942108727622	prozentsatz 0.0430076048052	schwerpunktmäßig 0.0428356992804	migrantin 0.0420684297581	überwindung 0.0378234385379	verbleib 0.0360757201569	umdrehen 0.0338571581173	spieß 0.0308971806406	geleistet 0.0297674540023	heranwachsende 0.0256970185196	lockerung 0.0225911621734	zufluss 0.0208510138444	propagieren 0.0206568597639	bogenschießen 0.0187514273038	zaghaft 0.0174533783497	neger 0.0157059471492	tanzbar 0.0150465351665	bauchgefühl 0.014843674677	vordenker 0.0136133436132	nachempfinden 0.0133607349218	bodenhaftung 0.0118285426279	fremd 0.010329809069	engen 0.0102858118108
topic510	magisch 0.119485660221	tagebuch 0.0837005088415	magie 0.0628382464913	epoche 0.0580586666091	notiz 0.0568026245422	biographie 0.053085602988	zeitgenosse 0.037597211865	tragödie 0.0311614188964	symbolisieren 0.0306189760146	gezeichnet 0.0304380890596	nexus 0.0272489591839	historiker 0.0244962157974	sensibilität 0.0227811580833	verschollen 0.0213939379441	schulform 0.0209170855477	aufzählung 0.0208661699531	schreiber 0.0203646063559	abfolge 0.0191143023362	schwebend 0.0180227132855	markise 0.0147359378917	hüter 0.0141683347486	beschwörung 0.0115742901108	differenzierter 0.0108766546087	datierung 0.0106838515754	wiedergutmachung 0.0104669351153
topic511	ebene 0.347825276105	dimension 0.0936024905532	beobachtung 0.0906335308682	gameplay 0.0415082706191	alptraum 0.0397480503998	spoiler 0.0284430394454	teilnehmerinnen 0.0268278415341	eben 0.0266285069309	shooter 0.025243777146	bielefelder 0.0198977948815	spiegelbild 0.0176429830177	bahnbrechend 0.0144095282756	rudimentär 0.0131364063896	klientin 0.0117911015711	kategorisch 0.0114846793	wechselspiel 0.0112406684882	ansammeln 0.0101883345216	fernglas 0.0100799013361	neurose 0.00934909958889	kognitiv 0.00790641685467	wahlfreiheit 0.00782364351896	kohärent 0.00771439974002	umkehrung 0.00768643214773	beobachten 0.00688841543891	schirmen 0.00660783564096
topic512	quadratmeter 0.231766476304	klettern 0.142966785609	ansprechend 0.106776891165	betreuer 0.104833987737	fabrik 0.072569618389	gastfamilie 0.0494592527782	steinern 0.0492792785956	bauzeit 0.0339345353317	schwierigkeitsgrad 0.0251648981786	dämpfen 0.0225280265221	kletterer 0.0200399702228	naturfreund 0.0186177645822	adhs 0.0160164450835	sicherheitstechnisch 0.013783858867	luftdicht 0.0136173129481	vorschulkind 0.012210691608	probat 0.0104871337975	alpenverein 0.00863101386973	austauschschüler 0.00811393806406	gasteltern 0.00542230534563	unterjubeln 0.00514832638406	milchzahn 0.00459892521408	nervenarzt 0.00457295713778	legasthenie 0.00430896289931	steinberg 0.00374839749823
