topic0	person 0.627751497261	station 0.101745998057	tisch 0.0710641622775	indisch 0.049798837081	stuhl 0.0336375040878	trauern 0.011898032084	beantragung 0.00856376178643	lauenburg 0.00797185187274	eindecken 0.00577800641002	münster 0.00560455078193	zweistündig 0.00554623197539	inklusiv 0.00536766451862	esstisch 0.00527106974502	freifläche 0.00488931548139	urlaubsreise 0.00467397636838	gesamtleistung 0.00388982302785	backend 0.00384235684505	festplatz 0.00330727778115	darlehensvertrag 0.0026364915709	crewmitglied 0.00262108017865	sondergenehmigung 0.00231921531035	beengt 0.00229594651786	scheibenwischer 0.00219458062479	stiege 0.00208959206841	weserbergland 0.00208942736894
topic396	welt 0.0282422100342	menschlich 0.0209810907046	wesen 0.0187672811771	mensch 0.0157612758862	natur 0.015729373086	leben 0.0132636534774	geist 0.0125967287829	menschheit 0.00985703876425	bewusstsein 0.00957077837501	geistig 0.00902812832264	zeit 0.00891147592963	seele 0.00846842780402	erde 0.00779031230692	hoch 0.00721025951242	groß 0.00675689066472	spirituell 0.00651817569209	form 0.00610262220722	art 0.00585192042819	weise 0.00545635365669	ursprung 0.00521131267053	ganz 0.00510910337934	wissen 0.00499658019999	verbindung 0.00487645003544	göttlich 0.00464000245514	weisheit 0.00458323120362
topic397	meldung 0.26003965899	abfall 0.103808392669	beauftragen 0.0448098165307	entsorgung 0.042767861429	veraltet 0.0362132424819	entsorgen 0.0333018428106	entrichten 0.0313485236833	kubikmeter 0.0311665005719	messgerät 0.0274311537043	verwertung 0.0247668214841	akkord 0.0217595311375	tierschützer 0.0204970771213	anfallend 0.0184749609049	einsammeln 0.0141849225691	untersuchungsergebnis 0.0133535812253	wallfahrt 0.0128159892213	neunkirche 0.0127789927436	tierschutzverein 0.0122888596508	zurückliegend 0.011926259919	unverzüglich 0.0117824275449	schützling 0.0111273888048	sterblichkeit 0.0111023132008	ausräumen 0.0104244968112	zerkleinern 0.0101169367765	schatzsuche 0.00990141509684
topic398	wahrscheinlichkeit 0.130548203314	computerspiel 0.0545618225413	aktionstag 0.0444653600452	ansage 0.0438656048423	werktag 0.0427537299532	vereinfacht 0.0421372978864	spielend 0.0373341716114	agil 0.0347963013565	jugendschutz 0.0333144475252	umkehren 0.0319653500138	einleuchtend 0.0303497381609	hüpfen 0.0241233943216	potenz 0.0229630741354	knifflig 0.0215380954454	geschnitten 0.0210603048094	videothek 0.0186802233497	veranstaltungskalender 0.0182314895449	reaktionszeit 0.0178106085193	schnickschnack 0.0177749158031	drehend 0.0173409931801	sticker 0.0162544360137	rechtsverbindlich 0.0162473402517	angeregt 0.016218615355	geldbuße 0.0159057275155	spin 0.015742386013
topic399	behörde 0.107244497535	tat 0.0980599781547	anschlag 0.0590027807243	aufklärung 0.055051444209	verdacht 0.0480168207046	staatsanwaltschaft 0.0409032579849	straftat 0.0344946199374	begehen 0.0260233214583	personalausweis 0.0235193363585	polizeilich 0.0205101524197	mutmaßlich 0.0177106442728	clown 0.0168193689699	ermittler 0.0157279897092	gewalttat 0.0156922140041	terroristisch 0.0147379321196	freiheitsstrafe 0.0135363311244	diskret 0.0128633251062	naheliegend 0.0122965536442	gruppierung 0.0121970167873	innenminister 0.0119690097235	strafrechtlich 0.0114451634822	bezeichnet 0.0112987452644	blickpunkt 0.0102055168686	zuständig 0.0100876096638	bewährung 0.010055546938
topic400	gold 0.24874898621	japanisch 0.145511957279	meister 0.125336325682	silber 0.115594324176	flamme 0.0425369527609	legende 0.0315375305995	kupfer 0.0302484153103	vielschichtig 0.028619131375	schmied 0.0188678188333	gewichtung 0.0162578083028	dekorativ 0.0144583224097	platin 0.0135473486871	jüngling 0.0126579306853	kostbar 0.0126293814793	messing 0.01242566241	ertrinken 0.0122234497225	zusammenfügen 0.0101854940416	zeitgrund 0.00970173100612	murmel 0.00909198272804	fackel 0.00898408680587	reliquie 0.00895007342241	verzierung 0.00808470369696	freikirche 0.00611056862144	herstellungsverfahren 0.00516172125626	hieven 0.00512430982675
topic401	kunst 0.0849487856592	künstler 0.0546573647664	arbeit 0.0287175768063	künstlerisch 0.0267312405603	werk 0.0230128445712	bild 0.0207249273344	motiv 0.0199687092762	zeichnung 0.018020338138	zeigen 0.0157341927094	maler 0.0154273253496	ästhetisch 0.0145023898087	kunstwerk 0.013868345173	betrachter 0.0123499118666	malerei 0.0122909426742	raum 0.0120031304761	moderne 0.0109532277043	form 0.0104713291361	gemälde 0.0100399844977	künstlerin 0.00997916318868	entstehen 0.0099419195437	schaffen 0.0097172022417	zeichnen 0.00958878500317	fotografie 0.00943341152068	visuell 0.00853486138185	neu 0.00839118236677
topic402	kamera 0.120375000018	aufnahme 0.094443371347	objektiv 0.0398612086111	fotografie 0.0299495932198	fotograf 0.0292898384278	fotografieren 0.0253346821713	blitz 0.0216036796321	scharf 0.0195410590725	linse 0.0145193643247	kontrast 0.0126577970391	blende 0.0115742303698	fachen 0.0113003668803	sucher 0.0112421836538	motiv 0.0104030348393	bildqualität 0.00968199014818	aufzeichnen 0.0096488964071	zoom 0.00853098278811	digitalkamera 0.00843817190924	fingerabdruck 0.00815661264019	camcorder 0.00801571519996	optisch 0.00791121911438	einstellung 0.00777866135892	fotografisch 0.00747848568776	schärfe 0.00747546899575	unscharf 0.00737533014392
topic403	lebensmittel 0.0730460923353	menge 0.0669921685146	ernährung 0.0537843013736	vitamin 0.0450048969205	enthalten 0.0399311552734	zone 0.0366260667074	milch 0.0275261192665	täglich 0.0227214771251	fleisch 0.0225626066686	nährstoff 0.0175174564068	wichtig 0.0173048601155	pflanzlich 0.0135396273157	fett 0.0131150990698	konzentration 0.0120145268852	bestandteil 0.0117526928681	eiweiß 0.0116513971975	stoff 0.0108830093106	tierisch 0.0106623053742	umlauf 0.0100821155709	beere 0.0099140324796	gramm 0.00954743853925	ausgewogen 0.00932741860328	omega 0.0090367201696	biologisch 0.00885815027997	fettsäure 0.00882909185781
topic404	kirche 0.168576932823	katholisch 0.0451088251253	gottesdienst 0.0313034711774	evangelisch 0.0248007032479	kirchlich 0.0241172733027	papst 0.0235125587379	bischof 0.0213650510356	christlich 0.0190186428407	taufe 0.0131966046526	theologie 0.0122371243964	leben 0.0115242633928	theologisch 0.011501899911	glaube 0.011286077405	christ 0.0112748551059	heilig 0.0101587614312	gemeinschaft 0.00950022252252	geistlich 0.00949437585829	priester 0.00847769978892	neu 0.00782319822404	ökumenisch 0.00774152950445	pilger 0.0064342251512	altar 0.0061771242271	katholik 0.00605400931486	stehen 0.00591256407386	gemeinsam 0.00580144151747
topic405	region 0.249333207855	bürger 0.180643170459	bürgerin 0.0478075184872	sächsisch 0.0399292091625	ländlich 0.0375612019992	stadtrat 0.037354417119	raum 0.0229145420814	freistaat 0.0207057885602	stadtverwaltung 0.018816435785	verwaltung 0.0123365744992	mitbürger 0.0110179009311	bevölkerung 0.0101470620111	bürgerschaft 0.00898208304724	landesweit 0.00878034774657	neugestaltung 0.00823455329213	arbeit 0.00777883038348	entfaltung 0.00737062039657	werben 0.00718157116268	kulturgut 0.00713472238685	ort 0.00642670956202	jahr 0.00637789000652	interessiert 0.00635456901922	entwicklung 0.00493570141976	staatsministerium 0.00466599888428	tracht 0.00462129541648
topic406	profil 0.25061116286	tool 0.17650780678	schlüssel 0.162207112392	versteckt 0.0690093185727	pressen 0.0435741590338	priorität 0.0345964741164	knacken 0.0320138644233	simpel 0.030268404936	auslesen 0.0214758890735	exportieren 0.0211899762667	ätherisch 0.0171652314319	aufsetzen 0.0156523475676	eingabefeld 0.0145144444131	klartext 0.0143836223328	sample 0.0114862067479	abhören 0.0102087413188	sicherheitsrisiko 0.00891560267287	lavendel 0.00620666817693	aufzählen 0.00577585853427	unbeaufsichtigt 0.00525576872795	geheim 0.00509978134727	drankommen 0.00500588609267	netzwerkverbindung 0.00427558123952	leihweise 0.00398279740698	träufeln 0.00380603865592
topic407	meter 0.107810179988	weg 0.0602065262	hoch 0.0353451803759	gehen 0.0298948209507	tief 0.0261451763317	wiese 0.0198006277694	breit 0.0185423652294	steil 0.0183325072314	höhe 0.018083547117	hütte 0.0173748850055	weit 0.0138675306086	führen 0.0134730357652	felsen 0.0128928603921	schmal 0.0120947740482	lang 0.0106408586334	höhle 0.0106111275043	sehen 0.010262505456	erreichen 0.0101634778177	etappe 0.0101122164072	stehen 0.00977758034669	klein 0.00954469317319	blick 0.00940064007246	stein 0.00938996331127	groß 0.00913589754209	seil 0.00893327751635
topic408	punkt 0.7680327807	erreicht 0.0149522304447	point 0.0136448944503	biker 0.0124508357581	raster 0.0114102059117	informationstechnologie 0.00987975392038	grundregel 0.00862264477744	überwintern 0.00841414068097	gesetzestext 0.00827501475262	rockband 0.00810971067166	dock 0.00753288313378	rotierend 0.0063785849822	geldpolitisch 0.00599696577552	enduro 0.00527629188101	anmuten 0.00527597270993	streaming 0.00428276812926	weinstraße 0.00428247770061	risikolos 0.00334832615668	transportiert 0.0030029101659	geläufig 0.00283837998808	bonuspunkt 0.00271446702902	horrorgeschichte 0.00264306978923	internetradio 0.00259346030792	klangerlebnis 0.00240025136892	showprogramm 0.00234064876304
topic409	material 0.436828378663	oberfläche 0.0834392597613	high 0.0567084576038	untergrund 0.0488157399119	schiene 0.0421904599733	konstruktion 0.0400462876635	bewegt 0.0388822111903	baustoff 0.0220976036239	verarbeiten 0.0177758701859	ausweiten 0.0176044347559	grafisch 0.017258873894	natural 0.0158886442136	kran 0.013823346731	verschmelzen 0.0127214668926	anordnung 0.0120416899027	pflaume 0.0117013854693	schonend 0.0111561164303	zahnrad 0.0106529783649	spröde 0.010581895933	ritt 0.00888671743151	unverzichtbar 0.00746221847766	reinigend 0.00588625910477	formen 0.00504465037262	massenware 0.00420978322203	garantiezeit 0.00416032920286
topic410	bitte 0.133422562811	stuttgarter 0.0869894481982	anwesenheit 0.0640487242776	abwesenheit 0.0490246346798	säugling 0.0470037935648	wollen 0.0410920275892	mahnung 0.0388561551083	schulkind 0.0321674188733	unsicherheit 0.0319816607162	weiterkommen 0.025480114426	fußen 0.0209231561743	bedürftig 0.0182465030499	attackieren 0.0175266838153	einwanderung 0.0160602343462	geleiten 0.0155428502188	prophetisch 0.0154596508597	abbringen 0.0154444795814	karren 0.0153390503841	weissagung 0.0136860766727	rettend 0.0136370803905	tiefbahnhof 0.0136304755723	krankenhausaufenthalt 0.0133899868929	hetze 0.0132446896012	mahl 0.0127683967458	statik 0.012262383318
topic411	kriterium 0.125015161985	dokumentation 0.104903055758	anpassung 0.0852382466281	beteiligung 0.0638942029854	beeinträchtigung 0.0382014541195	überprüfung 0.036246453028	ausweis 0.0316502362048	gefährdung 0.0242618967558	erzielt 0.0226540556196	berufsgruppe 0.020321278663	besteuerung 0.0162820071335	sachgerecht 0.0150556627027	zuzahlung 0.0139439086185	nachvollziehbar 0.0138456994656	grundvoraussetzung 0.0131966578994	webkatalog 0.0124900662468	hinreichend 0.0120993058435	ausweisen 0.0117599434089	abschreibung 0.0116963853783	personenkreis 0.0114396458753	diesbezüglich 0.0110855721752	eignung 0.0108472327207	bereitstellen 0.0108041348248	begründet 0.0107825771409	finanzverwaltung 0.0107693007033
topic412	prognose 0.126857655894	korrektur 0.10799648054	unverändert 0.10442030823	streben 0.0302441531176	prozentual 0.02613815224	fallend 0.0254741211315	brauchbar 0.0229083012173	ablaufen 0.0226550905753	asset 0.019837287536	widmung 0.0197372432689	gier 0.0193508215549	letter 0.018132305135	gesamtzahl 0.0169557119187	bekanntgabe 0.0166257784816	echoen 0.0158779007767	vormonat 0.0158235330387	verlesen 0.0144078554472	marge 0.0132557546152	staatsverschuldung 0.0129267258268	bodenlos 0.0128015564093	stagnation 0.0127428041477	nachlassend 0.0126698251641	ermutigend 0.0126571620135	imitieren 0.0116654745201	umkippen 0.0111939468287
topic413	blume 0.227160763103	variable 0.105899235895	ausleihen 0.045190693289	briefkasten 0.0389045347504	müssen 0.0329623629978	puzzle 0.0315456349757	hinschauen 0.0315194304981	schneide 0.0291637682515	ausgeführt 0.0265210543374	premier 0.0258440217493	einteilen 0.0234826308275	krach 0.0223821299128	zauberstab 0.0208797847587	beruhigung 0.0200908280405	anführungszeichen 0.0180962954302	newsgroup 0.0176986383917	griffbereit 0.0169722123454	blümchen 0.0129052666516	heranwachsend 0.0124425479919	nahaufnahme 0.0112184210262	raumklima 0.011173459447	generalüberholung 0.0107601829004	duzen 0.00984336921527	frühstückstisch 0.00973857237337	leistungsstand 0.00897584046746
topic414	datum 0.250341545559	dokument 0.0785802207105	datenbank 0.0647012569818	feld 0.0586593249062	fenster 0.0584255605608	erstellen 0.0568129599889	speichern 0.0407809497882	formular 0.0327975885347	öffnen 0.0225920962663	klick 0.0166488836853	erstellt 0.0150903791771	ausdrucken 0.0148797018363	datensatz 0.0128282708511	maustaste 0.0100627693205	zugriff 0.00955111075778	einfügen 0.00926768910939	abfrage 0.00818206314186	füllen 0.00785423523781	abfragen 0.00771723758648	abiturient 0.00707577294321	beachten 0.0065580905509	anschließend 0.00646881461281	löschen 0.00638609024777	sehen 0.00590226607657	schulleiterin 0.00559978454887
topic415	geschrieben 0.234323127065	orden 0.0743183741062	kollegium 0.0369950565685	beleidigend 0.0369012977429	jahrestagung 0.0316509901024	kuppel 0.0259551056635	zusammenführen 0.0255544396884	naturgemäß 0.0251701215732	dreißigjährig 0.0213456774098	beherzt 0.0212814602978	verdächtig 0.0207296233182	entschärfen 0.0183083896194	kirchturm 0.0179071242403	raute 0.0178082024307	mitteleuropäisch 0.0166905535892	allerhoch 0.0166567109123	verbindend 0.0165388044595	dekorieren 0.0155195820654	bezugspunkt 0.0151266042776	weiler 0.0143716018994	fahrweg 0.0136901306901	dekret 0.0125875479331	kinderschänder 0.0120338592367	wiederstand 0.0116699885136	bildfläche 0.0114479586197
topic416	tier 0.286316462899	futter 0.0443826966144	fressen 0.0281390964325	leben 0.0227536231178	kaninchen 0.0185754230711	hase 0.0168180529509	füttern 0.0163275168535	haustier 0.0152262370452	rind 0.0150542667006	ratte 0.0145611996774	fleisch 0.013563735399	züchten 0.0123356529612	tierschutz 0.0119928389364	halten 0.0116047311274	tierarzt 0.0114323523548	schwein 0.00988714826672	geben 0.00985709139908	lebend 0.00938638277881	haltung 0.00933392740777	affe 0.00829350878698	lebewesen 0.00724748315303	schaf 0.00683674372322	jungtier 0.00675669861129	bauernhof 0.00669885754926	wildtier 0.00655340361752
topic417	bild 0.448009239559	foto 0.16282478939	sehen 0.137012710405	zeigen 0.029867314889	erkennen 0.012089708903	hintergrund 0.0103395820252	schön 0.00716603792044	machen 0.00699889079323	aussehen 0.00573647890535	fotografieren 0.00542455217769	klein 0.00517618382481	stellen 0.00493966804839	groß 0.00453225407332	fotograf 0.00446351674346	anschauen 0.00428169812957	weit 0.00422845367385	hanf 0.00413698140472	gezeigt 0.00368887504947	blick 0.00363481844528	geben 0.00352200661294	erst 0.00345354053706	stammen 0.00327297735618	schauen 0.00324906393199	fertig 0.00322459399028	grau 0.00279330501276
topic418	öffnung 0.0945558898779	kammer 0.0733432260458	stab 0.061861551545	weibchen 0.0591923638412	männchen 0.0473545277077	markant 0.0435327221281	schlüpfen 0.0325880801871	unterseite 0.0319737220393	verlängert 0.0301010096676	larve 0.0294804676633	käfer 0.0290752621732	erwähnenswert 0.0238890504308	kies 0.0203511004931	leiterin 0.0181371688028	fachgruppe 0.016114992731	zeitweilig 0.015511149329	hohlraum 0.0152549490747	mehrmalig 0.0151308186475	auffallend 0.0144467785511	wackelig 0.0140843959042	wespe 0.0126082238075	assoziation 0.012577210278	trägerverein 0.0120563006184	nachtisch 0.0107014898455	veranstaltet 0.0102850382602
topic419	rasse 0.116904575828	welpe 0.114097820196	schwein 0.0799640265925	wurf 0.0541465386873	leinen 0.0249342865836	haufe 0.0238300076266	spaziergang 0.0209746704957	kick 0.0190618043419	verspielt 0.0188871887052	kippe 0.0180052156598	hunderasse 0.0178339983846	pennen 0.0176912973122	philosophieren 0.0174956729457	rostocker 0.017263269632	pushen 0.0160439494253	besitzerin 0.0153311344318	gehorsam 0.0150910015007	wodka 0.0143004348683	schnitzel 0.0133966701761	sau 0.0126511164991	erziehung 0.0115908828256	schweinchen 0.0113569779388	wermutstropfen 0.0112272786732	husky 0.0107935420675	absagen 0.0107359502757
topic420	erweiterung 0.130760132383	tauchen 0.110459250636	erschließen 0.0581414580534	abrufbar 0.0536433390728	gesucht 0.0502407584876	etage 0.0493328370131	neustadt 0.0429171893822	angrenzend 0.0327500478428	gehören 0.0293355862029	taucher 0.0230641820203	hinterlegen 0.0229844308292	bildergalerie 0.0214103146339	sitemap 0.0213207933781	boje 0.0186194133462	tauchgang 0.0172220397813	einladend 0.0169979660422	hydraulisch 0.0156572417013	umfangreich 0.0151923634102	beladen 0.0135431126513	stadtrand 0.0126800819001	click 0.0118272704856	bekannt 0.0114358635679	vorhanden 0.0110100941865	verfügung 0.0106991855801	reiseleitung 0.00960545169653
topic421	tour 0.27784947687	route 0.0781715873722	campingplatz 0.0719482316924	übernachten 0.0468824369358	paradies 0.0457795899054	planen 0.0389108664223	üppig 0.0278717856592	bezaubernd 0.0234755220124	radtour 0.020197715874	vegetation 0.0190910182522	esszimmer 0.0185424423309	doppelbett 0.0182652942429	begehbar 0.0143628121587	pracht 0.0142394770998	oase 0.0142292412038	eden 0.0138966029244	vorfinden 0.0112534816272	pulsierend 0.011161448037	rune 0.0100338697464	gardasee 0.00998975307495	plateau 0.00909193478667	bummel 0.00907499808549	schwärmen 0.0086851938183	himmelsrichtung 0.00856748617105	originär 0.00823498666141
topic422	sendung 0.227847203966	image 0.108778340094	erste 0.0606382996865	import 0.0438354837084	export 0.0391365522183	fernsehen 0.0371688100976	zusammenfassung 0.0348141941197	moderation 0.0340214584322	moderieren 0.029707502143	importieren 0.027155198945	weitergeben 0.0270005424326	ausschnitt 0.0258629491418	moderator 0.0250020506319	verwalten 0.0227991511363	beitreten 0.0225018849708	eingeschlossen 0.0179027530036	zusammengefasst 0.0143138213825	like 0.0140926793505	informationstechnik 0.0138701425139	nehmend 0.0133321173389	euronen 0.0129809172993	industrial 0.0125493531221	überwachen 0.0125369892652	univers 0.0124251984991	weltgroß 0.0116145958852
topic423	abschnitt 0.209243904818	anhang 0.0729537850792	überschreiten 0.045292850985	schacht 0.0395404883445	grenzwert 0.037124201827	festgelegt 0.0368700142684	location 0.0302359349504	ableitung 0.0259427696227	umgebend 0.0244224935779	ablagerung 0.0242636766659	abwasser 0.0217435915943	festlegung 0.0211152243474	messwert 0.0168962200956	periodisch 0.015263884116	spirale 0.0150314020767	abfluss 0.0140694850685	klimatisch 0.0136985293331	sediment 0.0125122963119	diffus 0.0124017675493	kurzlebig 0.0109747824483	genehmigungsverfahren 0.0108748012816	kohlenstoff 0.0106603556606	errechnet 0.00997329975341	zerfall 0.00898956235838	rumfahren 0.00855924628395
