topic0	intern 0.239484975317	sperren 0.0527377663754	klinikum 0.0406459347849	sperre 0.0385961572507	freigeben 0.0337921961521	heidelberger 0.0260115725237	touchscreen 0.0242914141708	memory 0.0240189468173	nokia 0.0237664681216	verlegen 0.0229396612029	kies 0.0205938734228	editorial 0.0180266538965	dicke 0.0177676099026	speicherkarte 0.0167245921903	mitbewerber 0.0159649408145	anfangszeit 0.0143081743988	schreibend 0.0136930558746	eingabefeld 0.0133623884308	lesend 0.0120979203411	privatleute 0.0110862821355	sortiert 0.0103372261536	ambulanz 0.0102915120182	verfuegung 0.00995531732395	überprüft 0.0097918772061	gemeinschaftsprojekt 0.00963115893689
topic193	mitglied 0.104344955498	verein 0.0658239959911	jahr 0.0376952565356	vorsitzende 0.034239190766	vorstand 0.0294689846745	neu 0.0189358279306	verband 0.0147386832594	sitzung 0.0134892343419	amt 0.0121376106558	bürgermeister 0.0115564007372	mitgliedschaft 0.00861697914619	mitgliederversammlung 0.00861672339904	landrat 0.00779296517701	stellvertretend 0.00721253237635	aktiv 0.00682793730069	bestehen 0.00659145138894	vertreter 0.00654265606882	aufgabe 0.00635198607847	einstimmig 0.00625015139145	übernehmen 0.00583122425624	vorstandsmitglied 0.00564457736689	nehmen 0.00541556081982	versammlung 0.00540779350289	anwesend 0.00540713342544	weit 0.00527922532859
topic194	workshop 0.149447217913	praxis 0.125959565602	münchner 0.0857021684757	theorie 0.0769104078583	referat 0.0468004680467	diplomarbeit 0.0306331188966	ratgeber 0.0260469575292	dissertation 0.0210572294939	hall 0.0200307738943	hausarbeit 0.0197261643671	gestein 0.0196628679645	aufbau 0.0193917459422	benachrichtigung 0.0161094685147	step 0.0138720406992	abteil 0.0129604563883	landeshauptstadt 0.0126219123517	prüfstand 0.012440694809	vortrag 0.0117529547296	umfangreicher 0.0109627535339	benachrichtigen 0.0101852858895	arbeitsfeld 0.00991994589576	geologisch 0.00919510339543	geologie 0.00902634964684	erfinderisch 0.00899818891893	masterarbeit 0.00840785756546
topic195	haben 0.0429340752094	wissen 0.0403648823806	geben 0.033553801767	machen 0.0305558230632	original 0.0297270665835	gehen 0.0294496471952	kommen 0.0281881298553	sagen 0.0250943618014	meinen 0.0242571706285	glauben 0.0220386756949	fragen 0.022004037774	kennen 0.0183286971093	stehen 0.0161111253639	hab 0.01488024619	denken 0.0144873157922	schauen 0.0136320196111	heißen 0.0119897890735	kaufen 0.0105021513122	brauchen 0.0100499167188	tagen 0.00944681515165	forum 0.00896999815913	neu 0.00867873820553	gucken 0.00826209916543	kriegen 0.00799227885605	gleich 0.0076621000222
topic196	schön 0.0464252577108	gut 0.0434738759556	freuen 0.0372760248841	jahr 0.0338732331687	neu 0.030192159287	toll 0.0275769896083	spaß 0.0225957606144	nah 0.0167595825374	kommen 0.0160447124094	dank 0.0155703673617	zeit 0.0153987099654	gehen 0.0126741645434	geben 0.0125241630033	klein 0.0124039484643	lieb 0.0121569039562	nett 0.0118841185182	letzt 0.0116652160254	groß 0.0111853907578	tag 0.0110891478931	machen 0.0105325068736	super 0.0102663265571	erst 0.00969008329282	hoffen 0.00964343839031	wünschen 0.00916283176493	treffen 0.0087085101706
topic197	vater 0.0327531132897	mutter 0.0302531111684	leben 0.0259545995176	jahr 0.0232828886251	sohn 0.0203652872604	kind 0.0192028492541	tochter 0.0159421369619	jung 0.0136302683401	familie 0.0124385021228	kommen 0.0123282808871	bruder 0.0111141806558	frau 0.0110104058953	haus 0.010873594608	mann 0.010842589488	schwester 0.0107502737133	alt 0.0107116325587	zeit 0.00864822390833	spät 0.00844662525082	eltern 0.00805690096036	groß 0.00789404941715	freund 0.00746005680013	erzählen 0.00737187236223	gehen 0.0064973158582	gut 0.00602953732037	sagen 0.00596773218721
topic198	fan 0.260954923889	star 0.121924698941	zuschauer 0.0549274839182	offiziell 0.0282219015414	superstar 0.0223926162281	talent 0.0173187314289	gerücht 0.0172917083075	ultra 0.0170989644331	jury 0.0166531339281	karlsruher 0.0144426066301	kommentator 0.0117163270641	nominierung 0.011419297731	show 0.010954899932	gegangen 0.0103722707041	borg 0.0097361575583	stimmung 0.00948284666769	inoffiziell 0.00843541419422	flop 0.00830476690592	pressekonferenz 0.0075719672794	untertasse 0.00713623536307	lüftung 0.00681901791803	fanclub 0.00626377052275	interview 0.00616587856014	einstecken 0.0061370424375	nominieren 0.00613196736635
topic199	auto 0.204569795339	fahren 0.151499727948	fahrzeug 0.10561300071	wagen 0.0555145084227	fahrer 0.037336664648	pkw 0.0191779140408	werkstatt 0.0172352794449	motorrad 0.0163157816032	fahrt 0.0145611708671	jahr 0.0127875909754	führerschein 0.0122937950921	kraftfahrzeug 0.0120400154628	garage 0.00984738231226	autobahn 0.00883568891063	kennzeichen 0.00759697669355	stehen 0.00694582149715	automobil 0.0067396217878	unfall 0.00670081978437	inspektion 0.00609169494863	straßenverkehr 0.00605607590866	stau 0.00568726124445	moped 0.0052718705307	reparatur 0.00521333964995	baujahr 0.00443176203476	neu 0.0041021829047
topic200	berliner 0.302704884699	bezirk 0.087724511413	senat 0.0787369215824	wohnraum 0.0271139380859	mieten 0.0246581059692	vermietung 0.0216720664698	wohngebiet 0.0205593603329	allee 0.0181485512322	hilfeleistung 0.0163690694784	schenkung 0.014989369336	pressemeldung 0.0135613818149	damm 0.0128048561526	kompetenzzentrum 0.0113961251523	palme 0.0101473747849	abweisen 0.00995559099527	familienfreundlich 0.0096930495811	vermieten 0.00965708167321	kiez 0.00965385313559	weiher 0.0094567042413	mietpreis 0.00929574997516	springer 0.00920754923852	prenzlauer 0.0088191886233	mitte 0.00841013414812	senatsverwaltung 0.00801568458582	orthopädie 0.00731234404137
topic201	neu 0.0409740444567	bau 0.0403934594507	gebäude 0.033634956481	standort 0.0183324572884	planung 0.0181287159676	bauen 0.0174088722272	plan 0.0156426070259	architekt 0.015524678355	neubau 0.0132100346596	grundstück 0.0115676999247	fläche 0.0114345850111	geplant 0.0110773677351	entstehen 0.0109668648475	projekt 0.01086306303	weit 0.00977602949136	entwurf 0.00867087848679	quadratmeter 0.00821382036915	bereich 0.00781674165302	architektur 0.00748157736264	groß 0.00742578741681	raum 0.00717433388809	stehen 0.00672356848227	öffentlich 0.0066242104607	nutzung 0.00662004309013	ausbau 0.00637289916333
topic202	material 0.310221776562	verarbeitung 0.0334770402043	funktionell 0.0207361981787	zertifizierung 0.0204594377049	palette 0.0180726172853	dessous 0.0170055905253	ästhetisch 0.0166971363043	baumwolle 0.0142435513752	bekleidung 0.0135802212939	faser 0.0133257987875	nachwachsend 0.0129504782727	textilie 0.0107650740019	gewichtung 0.0106599521604	baumaterial 0.01049106082	integral 0.0104147296108	verarbeitet 0.0100926434812	konsistent 0.00909837082799	produktionsprozess 0.00872809481195	armbanduhr 0.00851566002698	vorhalten 0.00814367965058	disposition 0.00751857796644	säge 0.0074556943045	abstract 0.00735729620596	verwendbar 0.00727618678697	handhabung 0.00681025084773
topic203	schreiben 0.2558762676	brief 0.0924188126537	zeitschrift 0.0590676152668	schrift 0.0329224220464	verfasser 0.0142893659023	düsseldorfer 0.0141241506906	tagebuch 0.0140849556172	nachlass 0.0139011508203	aufsatz 0.0132715842944	auszug 0.0102684003899	handschrift 0.0102022839135	archiv 0.00823510497813	notiz 0.00807148798214	journal 0.00695096181277	besprechung 0.00646943447731	korrespondenz 0.00637777223288	attentat 0.0063329234996	ghetto 0.00573098690951	rhetorik 0.00560178078973	selbstzeugnis 0.00554548130476	einbrecher 0.00523623217899	sammlung 0.0050631833862	verfassen 0.00491385115437	staatsarchiv 0.00478746462555	erscheinen 0.00470316660029
topic204	pferd 0.268146211868	reiten 0.0877287412443	box 0.0854621163629	hof 0.0683035512572	stall 0.0596714262837	wiese 0.0314858392453	weide 0.0296411939408	stute 0.0263449478602	pony 0.0218562436101	rind 0.0162918964452	stehen 0.0134563618626	unterbreiten 0.0110583993731	magdeburger 0.00925672397012	herd 0.00849439674367	bewegungsfreiheit 0.00790997927828	jährig 0.00761407245642	hintergrundwissen 0.00752640546297	fund 0.00740609383078	zügel 0.00702365129392	jung 0.006566172029	chromosom 0.00637241084545	rechnungsbetrag 0.00621438535116	hänger 0.00608099537547	umschulung 0.00597862298783	reithalle 0.00593607819829
topic205	seite 0.573696873134	eintrag 0.0846597346335	kommentar 0.0845770991924	startseite 0.0360294815938	rss 0.0292896898979	feed 0.0231253984484	trackback 0.014797188291	verfolgen 0.012325364868	beitrag 0.0117710273795	einrichten 0.0106814887778	hinterlassen 0.00840366247224	tweet 0.00834859732788	einen 0.00718583746506	abonnieren 0.00628892108358	folgend 0.00581197943227	abgelegt 0.00580799428241	schreiben 0.00535093095679	bildmaterial 0.00516795836182	gelinkt 0.00511407032099	hochfahren 0.0033575524169	kommentieren 0.00275452359417	aktualisieren 0.00273246281646	linken 0.00269087711722	bildungsministerium 0.00244197520612	logfile 0.00233418797868
topic206	link 0.150677021233	homepage 0.0966141697945	werbung 0.0949580526436	webseite 0.0926020181261	internet 0.0720842338396	seite 0.0461325325784	suchmaschine 0.0302382116449	besucher 0.0287066106635	domain 0.0236825202043	eigen 0.0215938236414	internetseite 0.0168067496018	webmaster 0.0159409930388	seo 0.0122832037027	hypnose 0.0116710824819	url 0.00949976189494	page 0.00932648038299	suchbegriff 0.00899417373646	werben 0.00824579350422	keyword 0.00718766301837	ranking 0.00718318810049	spam 0.00699627876766	suchergebnis 0.00678446747304	extern 0.00587879435841	kostenlos 0.00510339746668	partnerprogramm 0.00490398597144
topic207	membrane 0.07574399432	masche 0.0566384761832	faden 0.0474391102294	stricken 0.0265597364348	nachname 0.0263760130843	penis 0.0233220682582	zettel 0.0230609053298	vorsicht 0.0188601533705	hanf 0.0183530416221	notieren 0.0161034273331	devise 0.0148833074791	pluspunkt 0.01400915429	auftrieb 0.0137782794432	chief 0.0129665121707	paste 0.0129215584046	betrüger 0.0126551242103	unschön 0.0126343939856	mörder 0.0126054812918	bekanntermessen 0.0110827063756	humorvoll 0.0107215605063	größtmöglich 0.0104740793382	zauberstab 0.00997234696366	strick 0.00961211532549	anbringen 0.00943027449381	bezüglich 0.00936868944838
topic208	religion 0.049977981595	philosophie 0.0322218211497	religiös 0.0249421945432	indisch 0.0177038381188	menschlich 0.0176665721699	philosophisch 0.0169713768441	lehre 0.0142356430054	ethisch 0.013522550222	moralisch 0.0132162416973	philosoph 0.011877387204	vernunft 0.0113043492783	christentum 0.0103351089725	moral 0.00952794369681	egoismus 0.00922730156556	ethik 0.00910174420824	ritual 0.00907626581084	tradition 0.00906994942585	denken 0.00874052561499	handeln 0.00862783423871	kultur 0.00846940264233	prinzip 0.00807771618771	aufklärung 0.00751106007158	natur 0.00586508667425	metapher 0.00561589520647	wesen 0.00540449775823
topic209	zahl 0.178112052377	dollar 0.0741632603283	milliarde 0.0642998924012	statistik 0.0432194985565	global 0.0430149768172	weltweit 0.0297294894339	export 0.0245177132964	experte 0.017702696952	import 0.0169163950165	statistisch 0.0145102225436	division 0.0142689490055	konzern 0.012027943593	schätzung 0.0117795282502	wattenmeer 0.0114972820883	entwicklungsland 0.011405169113	abkomme 0.0106953162627	massiv 0.00773157689942	rechnen 0.00733261956449	explosion 0.00692206422412	weltbank 0.00668719477244	gesundheitssystem 0.00655597008587	summe 0.0064693617156	faktum 0.00640065036954	industrieland 0.00628460055078	bilateral 0.00626537547535
topic210	motiv 0.13020760777	achtung 0.126396361596	brust 0.051049741655	nadel 0.0392890627054	stechen 0.0391857550823	tattoo 0.0386732001688	drache 0.0342788485276	nackt 0.0309019889394	plastisch 0.027778717824	satire 0.0223291406793	schriftzug 0.0216075266514	portrait 0.0205649187899	weihnachtsbaum 0.017214998671	stich 0.0169569372683	chirurg 0.0161070419186	treppenhaus 0.0155559948956	akkord 0.0146337737904	beschlag 0.0143607553937	verschönern 0.0125659510781	piercing 0.01187491186	symbiose 0.0112958108588	fachkompetenz 0.0109862174501	dunkelbraun 0.0107976393781	idol 0.00978539859819	kontur 0.00925169316519
topic211	jahr 0.0679457983316	international 0.0564815335368	neu 0.0420000711834	gemeinsam 0.0271383394368	zusammenarbeit 0.0189707037055	rahmen 0.0175518035322	deutsch 0.0170564754673	finden 0.0142939255549	veranstaltung 0.0124885989127	programm 0.0123154667037	stehen 0.0119460216711	kooperation 0.0119258302314	thema 0.0118715465387	groß 0.0117908184195	erst 0.00965633228623	land 0.00949811909511	verschieden 0.00899457052652	konferenz 0.00897273831424	weit 0.00874768614067	national 0.00771188159259	zahlreich 0.00742396826516	weltweit 0.00729400938181	präsentieren 0.00721429418743	jung 0.00718481104969	treffen 0.00673509943895
topic212	betrieb 0.297956190769	arbeitsplatz 0.0859278096643	handwerk 0.0540703606059	beschäftigte 0.0519320346626	betriebsrat 0.0433230773821	fachkraft 0.0380022567337	schulung 0.0326782392925	mitarbeiter 0.0313640040442	industrie 0.0168702659991	gewerbe 0.015140211293	praktikant 0.0140933957894	brandschutz 0.0111850722035	praxisorientiert 0.0102432370674	bundesanstalt 0.00883861829394	arbeitsschutz 0.00863367005746	führungsposition 0.00858042894878	handwerksbetrieb 0.00846903611728	wohlergehen 0.00823388226723	großhandel 0.00719773646759	kassenärztlich 0.00715744189937	porzellan 0.00708078371329	alleinerziehend 0.00629408292189	trägerverein 0.00570356220363	konvent 0.00540910677393	beschäftigt 0.00533652426795
topic213	tragen 0.0920926373531	mode 0.0605670414608	block 0.0500835485473	kleidung 0.0497493459282	schnitt 0.034092209359	trend 0.032362047951	stil 0.027780826918	hose 0.026427609443	kleid 0.0253122174178	rock 0.0224187391422	kollektion 0.0203838094466	modisch 0.0184043591571	style 0.0180664663011	accessoire 0.015771337394	stoff 0.0141051815386	besichtigung 0.0127687309248	hut 0.0125283852704	kleidungsstück 0.0123452421642	hemd 0.0120145723887	klassisch 0.0115991556575	jeans 0.0114757117774	food 0.0111748532688	anziehen 0.0108175365614	drehung 0.0104973249994	zacken 0.00958319696069
topic214	italienisch 0.101037406205	bademode 0.0364454372227	mühle 0.0319333469665	glocke 0.0300406276834	badeanzug 0.0272288627259	bikini 0.0232136384636	bayrisch 0.019951995435	bistum 0.0196547964895	italiener 0.0193504197826	pilger 0.0189936200931	vitrine 0.0189252031169	western 0.016921970568	münchener 0.0163328953217	altar 0.0153290415356	pfarrei 0.0139018760588	variation 0.0125340480523	rechteckig 0.011364888732	diözese 0.0112523745745	getragen 0.0107057661297	seelsorge 0.00999314622704	kardinal 0.00997374142402	figur 0.00982395491053	bücherei 0.00982395400182	rückspiel 0.00975696952803	andacht 0.00970171007584
topic215	schlüssel 0.171823078851	laufende 0.0567747828094	rudern 0.0374286462788	private 0.035100343046	aminosäure 0.0259097262164	sprachraum 0.0254353721827	basketball 0.0246881576956	regeneration 0.02321499957	sternchen 0.0225298088507	knacken 0.0206105634346	leichte 0.0204264155737	eishockey 0.0199104002046	anziehend 0.0185462284775	notarzt 0.018155095884	gebären 0.0179536342765	fitnessstudio 0.0151723633675	gedankengang 0.0150521808349	millionär 0.0132653734315	unbemerkt 0.0132610544057	klartext 0.0127741798288	muskelaufbau 0.0120827651305	angewohnheit 0.011361537649	unerkannt 0.0112652916738	versteigern 0.0108437270978	nebenberuflich 0.010761552019
topic216	farbe 0.093344657923	wand 0.0195520620257	form 0.0176548452345	rot 0.0159320434017	blau 0.0150148636011	klein 0.0149968690591	fläche 0.0141546947988	wirken 0.0113366558965	dunkel 0.0104920592448	gelb 0.0097409683492	oberfläche 0.00968871765531	weiß 0.00952016281864	hell 0.00945290807027	braun 0.00938256858226	leicht 0.00859451524916	dünn 0.00843249235684	groß 0.00831049394836	glatt 0.00759025557318	muster 0.00757137450035	sehen 0.00743662614007	streifen 0.00737376457963	schicht 0.00720742699071	rand 0.00718477060677	weich 0.00712610162735	dick 0.00700887530068
topic217	einheit 0.139385674546	front 0.0334853228231	truppe 0.0329436770325	stamm 0.0311363412431	österreicher 0.0198302158597	schlacht 0.0182125400416	einsatzkraft 0.017742778102	scheune 0.0162875627204	aufstellung 0.0154201801092	armee 0.0141509509533	kaserne 0.0135038941523	napoleon 0.0133450882059	chronik 0.0126425393623	kommando 0.0121051122317	verstärkung 0.0115341360693	festung 0.0112872116556	standesamt 0.0110665772373	franzose 0.010752789506	hospital 0.010643854244	aufstellen 0.0105622802848	trupp 0.0103732167174	erfurter 0.0103693592838	gouverneur 0.0100330581565	parade 0.00973665169903	geschütz 0.0094347834922
topic218	pflege 0.152956599435	alter 0.0648155966827	frankfurter 0.0481483516402	angehörige 0.0473342107167	heim 0.0378537688656	weibchen 0.0368762708635	männchen 0.0295014128066	stationär 0.0234901061992	pflegeheim 0.0197583450379	papagei 0.0181857797911	terrarium 0.0163712287303	ambulant 0.0160762676985	alt 0.0153440619705	pflegen 0.0150772478899	pflegekraft 0.0122919412613	brenner 0.0120641378247	dose 0.0118468920589	alte 0.0117749884886	pflegebedürftig 0.010174187044	supervision 0.00995172634329	häuslich 0.00984110105435	pflegerisch 0.00973724749436	kit 0.00971204611587	hohlraum 0.00950369292912	dienst 0.00929670536691
topic219	ausgabe 0.30197817229	sport 0.259899088407	magazin 0.11495747472	gründer 0.0305076216841	aktualisiert 0.0208051573125	betätigung 0.0207411369389	existenzgründer 0.0161023909094	alphabetisch 0.0139958817787	existenzgründung 0.0126030447187	tunen 0.0122878120597	freizeit 0.011410388111	adressat 0.0110651245701	jänner 0.01043918851	kürzel 0.0104209097408	erscheinen 0.00910940709582	wöchentlich 0.00909808377294	schwerpunktthema 0.00898162978931	treiben 0.00849120801331	aufgelistet 0.00615287225815	übersichtlicher 0.00586706574266	anwendungsmöglichkeit 0.00533903000793	zugänglichkeit 0.00511502136823	nebensatz 0.00476201557964	broadway 0.00464479514239	fraktur 0.00457013207228
topic220	ring 0.138983150177	geburt 0.0942177394264	mutter 0.0803628844512	schwangerschaft 0.0732333324161	schwedisch 0.0547747110274	schwanger 0.0469659721986	pille 0.0291526547635	progressiv 0.0225498660454	werdend 0.0214889500477	renovierung 0.0208771264254	embryo 0.018581489926	schwede 0.0167364696857	kondom 0.0163306084192	schwangre 0.0160460454282	drummer 0.0139185758763	abbruch 0.0138288078884	initiativ 0.0132762077772	abtreibung 0.0131351751941	hormon 0.0116311057835	aids 0.010408588135	schwangerschaftsabbruch 0.00991963558978	pflaume 0.00919946907994	befruchtung 0.00914774642155	unfallversicherung 0.00882627971878	ringen 0.00833065853247
topic221	wünschen 0.230105209461	gute 0.0956210129027	wunsch 0.0907165632719	erfolg 0.0768561238995	glückwunsch 0.0751197373612	herzlich 0.0325217813041	gratulieren 0.0324025167828	gut 0.0298626137995	glück 0.0288060987609	erzieher 0.0248546783463	weben 0.0146285635913	gesundheit 0.0121491468178	gratulation 0.0109149073966	erdenklich 0.00911688648863	besserung 0.00905599780154	durchblick 0.00891959830963	vierte 0.0086852388302	nachträglich 0.00849425348085	silbe 0.00771120328666	gesund 0.00731767501698	hoffen 0.00681759218706	erfüllung 0.00673690582537	abmeldung 0.00615664208502	happy 0.00603349820573	inaktiv 0.00580347338191
