topic0	bett 0.100058856879	schlafen 0.0923069672002	ruhe 0.0602465872641	nacht 0.0372001159224	schlaf 0.03333987657	müde 0.0310142498956	gehen 0.0278442308282	tag 0.0264900110146	wach 0.0234875767985	liegen 0.0218075256723	zeit 0.0203830926352	aufstehen 0.0184930443816	anstrengend 0.0160589608582	ruhig 0.0132679003693	couch 0.0130350542358	stunde 0.0127428562927	machen 0.0127281454125	gut 0.0126800156207	morgen 0.0118020413706	alptraum 0.0117054067959	abend 0.0115950985782	früh 0.0113036832205	einschlafen 0.0111259196861	legen 0.0110835397802	aufwachen 0.0101826988442
topic438	schätzung 0.153585515939	bande 0.148935029868	beispielhaft 0.116171025194	belastbar 0.0717514172257	cockpit 0.0671556324481	partnerschaftlich 0.0588679084846	schlafstörung 0.0540345334677	nachkriegszeit 0.0342987009273	auftauchend 0.0286680873355	unqualifiziert 0.0270384984423	vertraute 0.0265379538706	mitläufer 0.0262705953169	alltagstauglich 0.0233493521389	augenmaß 0.0202850395724	querdenker 0.0173912664249	unehrlich 0.0141711282048	kiffen 0.0139187719148	geschärft 0.0105923743123	wertesystem 0.0101872500714	regionalisierung 0.0101871913902	kommentierend 0.00956757000531	verpeilt 0.00914019391536	trickserei 0.00721006186714	schindluder 0.00682776174643	bongen 0.00622920225391
topic439	zahnarzt 0.192703940055	flagge 0.0943970388151	schwelle 0.0798952997518	ungemein 0.0798049683656	liege 0.0716420509004	kiosk 0.0665532978895	vorletzt 0.0621051439686	sonnenschirm 0.0566116193898	wirtschaftsminister 0.0341688344499	hochland 0.0340566051477	drittgroß 0.0313165107547	minarett 0.0206925960277	verziert 0.0185480308142	taverne 0.0175737606292	kilometerlang 0.0175110454177	forderungsmanagement 0.0153750873639	schieflage 0.0147513331371	überdeutlich 0.0144118481576	wasserski 0.010537949915	torbogen 0.00983576125056	bundeswirtschaftsminister 0.00793773598179	historische 0.00792691849222	appartementhaus 0.00685476449283	strandnähe 0.00653239845355	festungsanlage 0.00646521623949
topic440	wohl 0.24016926724	kompromiss 0.156375324403	humanitär 0.0628960255929	jahreswechsel 0.0532620906752	schirmherrschaft 0.0440430759658	zuwanderung 0.0375516988671	genfer 0.0340118856597	praktiker 0.0322110136657	inakzeptabel 0.0280414627922	verhinderung 0.0247622430636	novellierung 0.0247112669155	serbe 0.0202344967462	abwanderung 0.0182044363164	überragen 0.0165993046916	lichtbild 0.0161455778011	sägewerk 0.0161220849031	entbrennen 0.0147790179095	kassier 0.0128426212487	durchgreifend 0.0112390963616	erlegen 0.0109836270202	sicherheitsabstand 0.0108238890965	verwaltungsreform 0.00983488915325	privilegierung 0.00933140471763	sportwart 0.00927254645649	beteuerung 0.00776279792306
topic441	aufmerksam 0.339043096634	kilo 0.102962683588	huhn 0.10199422202	www 0.064663853083	listen 0.05081257711	wiege 0.0470309141396	zurückblicken 0.0452818809111	wollen 0.0396907297387	stinken 0.0311512653818	nachfragen 0.0186708282439	blutkörperchen 0.0175825657666	schreiner 0.016670492472	klumpen 0.0131135306967	machen 0.0116858093482	laube 0.0112576416395	habe 0.00989984064372	luftblase 0.00951537166668	kostenaufwand 0.00735820382395	messdatum 0.00724839809118	komponent 0.00722866358537	gebinde 0.00559545058759	friedfertig 0.00553836620225	chinesin 0.00536858637934	gendefekt 0.00417836342115	noppen 0.00390508356702
topic442	real 0.374877379129	virtuell 0.242378196228	achse 0.0755919282588	brennend 0.0546440666589	vorfinden 0.0394681894267	privatsphäre 0.0388470788817	fee 0.0317416107006	überlebend 0.0211630740841	prostituierte 0.0195267449435	nichts 0.0181434890511	unzweifelhaft 0.0136085237028	ungewöhnliche 0.0100599036767	bildrand 0.00823725659485	kunstprojekt 0.00734658250771	straßenkarte 0.00667388696569	unkenntlich 0.0060836677017	realität 0.00551935438758	posse 0.00447382463982	hinauskommen 0.00437888294116	ordnungskraft 0.00388822188108	flüssigkeitszufuhr 0.00266914298069	nachbargebäude 0.00222336769798	forscherdrang 0.00156893863657	pferdekopf 0.0015249325392	zoomfunktion 0.00128387296313
topic443	wild 0.226471599449	jäger 0.0936837307409	jagd 0.0878356853027	jagen 0.0762609477482	tierschutz 0.0384866613509	beute 0.0363588206438	nebeneffekt 0.0358569059146	taube 0.0311852005084	reh 0.0247204048165	wildtier 0.0235635915744	prostitution 0.0209682530824	wildschwein 0.0182460435248	biotop 0.0176312904522	monatelang 0.0150755816754	vergrößert 0.0148083871348	gefangenschaft 0.0141382192309	rundschreiben 0.0139039465021	verschwendung 0.0133422792166	lobenswert 0.0122442178866	abschuß 0.012244042245	bezugsquelle 0.00990697145459	sozialverband 0.00872496854542	reichsbahn 0.00819154769559	barbarisch 0.00690791874037	naturschutzverband 0.00660347836813
topic444	veröffentlicht 0.190841161133	gewähr 0.114193366267	ruder 0.102157754366	richtigkeit 0.0898105280853	karton 0.0687217804769	aktualität 0.0631726976411	übernehmen 0.0281855075891	erfreut 0.0275284912897	ausgearbeitet 0.0252530110218	datenschutzerklärung 0.023236703477	ortsvorsteher 0.0222670786556	bauanleitung 0.0183968553769	inneneinrichtung 0.0180098369263	signieren 0.0173985367855	alteingesessen 0.0162238365886	nachnahme 0.0142278835794	unverlangt 0.0136397165822	schautafel 0.0121628730529	imagination 0.0108383633009	nachwuchswissenschaftler 0.0100701236831	kundenkonto 0.00909377713333	diabetisch 0.00844043074059	down 0.00787395258699	lehrzeit 0.0078165531909	tischlerei 0.00777153444833
topic445	trinken 0.325806401387	alkohol 0.203755404737	kontrovers 0.0487089195599	gestört 0.041596710956	slogan 0.0390705415689	weiterleiten 0.0362517103985	antibiotikum 0.028734960211	bakteriell 0.0268341811706	jugendschutz 0.0253196279307	getränk 0.0183645746345	untermauern 0.0183610536324	versetzt 0.0172065949012	donnerstagabend 0.0168926395843	fachsprache 0.0137446220197	favorisieren 0.0121418910007	prophylaktisch 0.00988934796058	genussmittel 0.00981749969159	konsum 0.00963252492517	paroli 0.00901846751431	christdemokrat 0.00888341495748	vertrackt 0.0073851960192	ausgrenzen 0.00720389164854	befürworten 0.00629363903224	spätschicht 0.00574764364486	fünfte 0.00557797835206
topic446	thema 0.28029062255	blog 0.0714336623138	finden 0.0440949453204	geben 0.0408881760728	interessant 0.0397527587856	eigen 0.0251196197302	wichtig 0.0182789904974	machen 0.0174663967888	gehen 0.0172195585393	beschäftigen 0.0119097551364	wissen 0.010853672762	spannend 0.010270236446	kurz 0.00997835294314	weit 0.00928759157106	beispiel 0.00918464383369	verschieden 0.00883998598064	thematik 0.00882738402869	zeigen 0.00817598910009	aktuell 0.00789120975508	stellen 0.00782747837678	möglichkeit 0.00759797545062	zeit 0.00745292659646	gut 0.0073240948725	interessieren 0.00676310662448	leser 0.00650512470977
topic447	bemerkbar 0.132558955817	ausdauer 0.0980410961029	bereichern 0.0881062118482	stimmig 0.0831663719695	linse 0.0785442899445	ausnutzen 0.0716345094557	schwenken 0.0440086562335	jugendmannschaft 0.0244349260731	gartenhaus 0.0219512156242	meisterleistung 0.0187471056566	nebeneinander 0.017207199771	voreinstellung 0.0162842669175	anvisiert 0.0157271522536	abfeuern 0.0155843580962	fußballplatz 0.0154370983958	grünlich 0.0147804625152	mitgeführt 0.0147634196708	streichholz 0.0142965325257	oberhaupt 0.0142899045191	mac 0.0135291485249	luftschadstoff 0.0135046346345	genialität 0.0124527652167	abmildern 0.0120963782373	aufgezählt 0.0112060207974	fußballclub 0.0101567746861
topic448	weiterbildung 0.264619781981	aus 0.162601100086	schildern 0.132664827789	indikator 0.0634276675436	spirit 0.0376484783877	eigentumswohnung 0.0351283057691	verkaufspreis 0.0300251465734	domizil 0.0263784010888	weiterbilden 0.0248393948683	schreibend 0.0217008107336	aufwenden 0.0173190213356	fußstapfe 0.0172389580852	pflichtfeld 0.0171736126231	weiterbildungsangebot 0.0137846627771	abstellraum 0.0121703273034	mikrophon 0.0109410866496	hausintern 0.00911166032163	monopolstellung 0.00814475637747	borgen 0.00767697207661	erzielbar 0.00716820580614	schulfrei 0.00705863242817	überbau 0.00675982067414	vollpfosten 0.00641476596495	kriegsschauplatz 0.00614041310229	unterland 0.00603520910347
topic449	waffe 0.311417095287	umzug 0.156431527474	bergen 0.11208408027	sturz 0.0807817473642	häuslich 0.0641418051867	gymnastik 0.0339820747959	schaft 0.0268209385544	berufstätigkeit 0.0195644478665	laster 0.0178976511011	tagespflege 0.017075352417	befähigen 0.0170491293452	körperpflege 0.0144279094648	verordnet 0.0100229918165	verabreichung 0.00891184000697	schwarzarbeit 0.00831925657583	sauen 0.00787795146161	schneise 0.00725790823974	hauswirtschaftlich 0.00645927193463	dement 0.00632288317912	weiterreichen 0.00602711656682	verenden 0.00596383956426	pulk 0.00560017404135	hochsitz 0.00461341979375	zielfernrohr 0.00408257210212	gedächtnistraining 0.00407979064252
topic450	unfall 0.237154986678	vereinbarung 0.126607567447	ärztlich 0.108201154704	beleg 0.0917049276679	formal 0.0687279678666	ambitioniert 0.0450540089728	verletzte 0.0401100541564	nüchtern 0.0336605148197	bezogen 0.0295481135721	konzipieren 0.0219015470181	tiefgarage 0.0215135543907	rückruf 0.0146904126679	bemessung 0.0133143267851	allgemeinbildend 0.0118778510877	schwingend 0.0104611105279	allgemeinbildung 0.0104525033859	leitmotiv 0.0104493167735	schlüsselqualifikation 0.00987822927388	sozialkompetenz 0.00887581171991	progression 0.00885114025365	grundbildung 0.00852768379668	rentenzahlung 0.00724689606672	teilbetrag 0.00682266455783	lesekompetenz 0.00588958845434	methodenkompetenz 0.00487645633527
topic451	deutsch 0.938666998392	kurzbeschreibung 0.00889533744904	schützenfest 0.00503299507261	kriminalroman 0.00407344086842	verband 0.00390296426612	geographie 0.00383186261157	hauptseite 0.00280656628377	pfadfinder 0.00271365248841	neunkirche 0.00263904156147	armbrust 0.00245090426969	vierfach 0.00216630879768	firmenprofil 0.00196106742115	allgemein 0.00137505593424	überdauern 0.00130404468496	geschichtsunterricht 0.00123119161568	dachorganisation 0.00121988801861	informationsseite 0.00121617054494	schützengesellschaft 0.00101650615953	landeswettbewerb 0.000924601863381	folgejahr 0.000893827341208	bürgerwehr 0.000825447216135	prüfungsfach 0.000761201735445	schützenkönig 0.000720102672107	freiburg 0.000668353747424	mitgliedsverband 0.000623092535918
topic452	arbeitgeber 0.297435285004	arbeitnehmer 0.267083621883	betrieblich 0.112751124709	schein 0.0555430248646	arbeitsvertrag 0.0420850631356	arbeitszeit 0.0265611906115	unfreiwillig 0.0234603696578	hydraulisch 0.020767223806	gesamteindruck 0.0182117518594	rechtsanspruch 0.0124596526461	einvernehmlich 0.00742800140568	landesbetrieb 0.00677669532242	metaller 0.0066776163721	ausbildungsmöglichkeit 0.0064179583302	gleichförmig 0.00601228288591	gegenläufig 0.00590888904623	trügen 0.00567000648315	durchschlagskraft 0.00542266995614	austragungsort 0.00512835701676	gewährung 0.00481453311594	beschäftigen 0.00473396323988	arbeitgeberseite 0.00460163601925	gitarrenriff 0.00414885597134	regelmäßig 0.0039583188632	verlangen 0.00392489953117
topic453	kraftwerk 0.0497641126188	energiewende 0.0496131862406	zusammenarbeiten 0.0418132930266	atomkraftwerk 0.0386481170651	radioaktiv 0.037096805175	ausstieg 0.0355249310367	strahlung 0.0302588378949	grundwasser 0.0238541825909	biomasse 0.0233699217471	nuklear 0.0227752984312	energieträger 0.0195228577366	atomkraft 0.019127505367	strompreis 0.0191065977394	atomar 0.0188253377294	überfällig 0.0176979838713	motivierend 0.0156883840541	mitgliedsstaat 0.0156575099906	kernkraftwerk 0.0155254061986	sicher 0.0138956621848	reaktor 0.0138806882392	vielfach 0.0134989849347	energiepolitik 0.0120601187358	kohlekraftwerk 0.0117699827729	kernenergie 0.0116869140714	atomenergie 0.0114398354759
topic454	wert 0.670419856213	legen 0.100574963112	umfrage 0.0792776789368	verfasst 0.0450379284898	statistik 0.0347937628233	session 0.0320586519801	abweichen 0.0116630754904	mittelwert 0.00975482865606	mauerfall 0.00529198575702	buchtip 0.00478892844126	elimination 0.00129009839684	bestimmen 0.000999806622976	nadelstich 0.000883893334629	softwareprogramm 0.00087653615713	ergeben 0.000410656212337	durschnitt 0.000391974754033	sein 0.000171859497181	tatsächlich 0.000154275399044	bedeuten 0.000103895217432	stehen 9.87195922997e-05	basieren 9.65861923823e-05	betrachten 7.83318086954e-05	einzeln 7.25566325791e-05	geben 5.66867153244e-05	folgend 4.41447458573e-05
topic455	grafik 0.223537570968	präsentation 0.184709438745	cup 0.0798715235205	animation 0.0752645283821	abholen 0.0740565251198	markenzeichen 0.0465463057281	visitenkarte 0.0407433743369	webdesign 0.0387612231913	theke 0.0200051334998	anrecht 0.0182197147137	kernkompetenz 0.0171838015569	bundestagsabgeordnete 0.0170961749451	salsa 0.0168524021596	ergebnisliste 0.014411835542	routiniert 0.0140460967207	vogtland 0.0133561239729	eigene 0.0114100411045	ausgebildeter 0.0104063996668	pessimist 0.00985210256845	auffrischung 0.00762169078652	reporterin 0.00710976099127	halbfertig 0.00628973577264	jungzüchter 0.00608283980224	zusammenrechnen 0.0053373102138	zufriedenstellen 0.00478876147396
topic456	übergewicht 0.216177747578	antragstellung 0.0965999304773	bmi 0.0835539834499	adipositas 0.0444340273366	kostenübernahme 0.042573858489	hinreißend 0.0397742782313	trauernde 0.0335612685812	großfamilie 0.0334850069522	vorerkrankung 0.0299814860278	folgeerkrankung 0.023664100242	begehrenswert 0.0224074269018	hypophyse 0.0198072613334	massivholz 0.0192077383591	werbefilm 0.0180561371308	elephant 0.0171367455534	strandbar 0.0161802962974	amphetamin 0.0157803045914	puzzeln 0.0157045079507	nussbaum 0.0153343556029	abstrahlung 0.0142471944239	vergleichszeitraum 0.0134894121288	zerschellen 0.0121679243274	insulinresistenz 0.0121078376339	tischbein 0.0120174281365	unangepasst 0.00985914053414
topic457	beachten 0.496401335446	vorlesung 0.125881139072	erschließen 0.112617088553	abrufbar 0.0692291315812	fernsehsender 0.027296518649	robbe 0.0233791494463	ausgelöst 0.0199148621259	gesetzestext 0.0163073145943	unbedingt 0.0161225915753	werbemöglichkeit 0.0113478404444	gesamtindex 0.0104955580129	hinhauen 0.0102651951732	überhitzung 0.00867701638517	gären 0.00639417160595	geschäftsverkehr 0.00608113448549	transportiert 0.00591773674618	änderungswunsch 0.00564324377201	crux 0.00539286181251	alternierend 0.00382134368385	staatsfinanz 0.00325644992343	kreditklemme 0.0025786908992	gehören 0.00256298481958	kurztest 0.00222291804989	informationssicherheit 0.00205473719931	prüfungsstoff 0.00141766727303
topic458	sommer 0.521797044856	park 0.304137876803	dekoration 0.031635243813	winterlich 0.0214412725552	verteiler 0.0206089356362	achterbahn 0.0152309599462	eitelkeit 0.0122901397693	überdenken 0.0122216375485	bürgen 0.00966128873333	hauptsaison 0.00840193232469	schwappen 0.00685812718485	wintersaison 0.00684547497648	herumtreiben 0.00445084761066	looping 0.00438149635237	vormachtstellung 0.00424829068438	belustigend 0.00264729129562	rechthaberei 0.00229081545852	golfschläger 0.00214655810855	ehrlichgesagt 0.00210242582506	vollmachen 0.00109655829765	furor 0.00103429507912	hochphase 0.00101839637723	schlacksig 0.000754008287699	bully 0.000644111309538	überschlagend 0.000604535545788
topic459	verlängerung 0.19847272535	entschlossen 0.056766789929	brut 0.055630824921	neuwahl 0.0535628270101	bewerkstelligen 0.0447951865793	aue 0.0371385308749	verabreden 0.0364914745913	säen 0.0289460427815	keimen 0.0216572299078	busreise 0.0210432822307	abstinenz 0.0197157696227	außenanlage 0.0194830653967	haustüre 0.0193948132234	weinprobe 0.0188333276368	deponie 0.0183018592026	verunglückt 0.0181620354661	prozedere 0.0175342029525	alltägliche 0.0162937803568	pflänzchen 0.0161317100842	offizielle 0.014885312204	vorkaufsrecht 0.0139068961971	vorschule 0.0136384588103	pepper 0.0133938830659	abreisen 0.0117389652511	alttestamentlich 0.010891339488
topic460	veranstalter 0.210097588032	höhle 0.104675951839	entgehen 0.0819229106776	flut 0.0686972657928	unvergesslich 0.0556709440642	palme 0.0507819917511	vergeblich 0.0456478843942	reiseveranstalter 0.0419709210699	reisebüro 0.034758312298	allgegenwärtig 0.022586584409	trubel 0.0212852432907	reisezeit 0.0202467690412	orchidee 0.0198982095838	warteliste 0.0197518542298	wassertemperatur 0.0185302882039	lastminute 0.0180759335577	menschenmenge 0.0144599469949	hotelier 0.0133691738519	reißend 0.0122044563009	hageln 0.0105972255711	funkeln 0.010289502589	geröll 0.010022283213	salami 0.010009643574	traumhaft 0.00999824460322	nebensaison 0.0092890840068
topic461	osten 0.150817689475	weste 0.142719780522	mittler 0.115551182262	landschaft 0.101226589201	naturpark 0.0456329199579	erhaltung 0.040081290184	erstrecken 0.0387538962172	begehrt 0.0384471549325	naturschutzgebiet 0.038417172377	riss 0.0329238332363	kondom 0.0206560881329	nordosten 0.0162909762398	nordwesten 0.0157511906499	kulturlandschaft 0.0156674607446	gotisch 0.0145354382568	einhergehend 0.0130237569957	produktionsmittel 0.0113374193908	eigenart 0.0111102313912	gesamtfläche 0.0100325067947	vorherrschend 0.00983335501438	schuldenkrise 0.00770635318719	landesinnere 0.0074452992013	erhebung 0.00692448938787	kämmerer 0.00498664424791	regulierend 0.00488138597652
topic462	flug 0.308250407563	flugzeug 0.235635553893	onkel 0.0708354934034	fluggesellschaft 0.0667669631516	trade 0.0421760773027	rückflug 0.0239070447667	abendstunde 0.0226960620092	regisseurin 0.0218653251348	porno 0.0212623467219	destination 0.0204206796589	umgebend 0.0181136882865	direktorin 0.0175106262264	überbieten 0.0144544527676	gepäck 0.0129665134133	starten 0.0128396858831	einkaufswagen 0.0122312373431	sponsern 0.0117855985537	staatsoberhaupt 0.0101365946831	planerisch 0.00953924413968	zahnspange 0.00748451120768	verwundbar 0.00747520772252	rechtsradikale 0.0071376138535	parklandschaft 0.0058535823441	buchen 0.00358172767736	erdenken 0.00316514433552
topic463	runde 0.285058607127	lauf 0.239471365679	rund 0.0915682470321	tempo 0.0726633462992	pause 0.0699863074496	locker 0.0543176983776	flott 0.042683925242	vitrine 0.0193111968888	rampe 0.0166938838967	garderobe 0.00906069236275	geländer 0.00796302828503	lang 0.00601210666452	zeit 0.00583947657735	gruft 0.00559454861525	pult 0.00519883531207	wacker 0.00433216058382	stadtbücherei 0.00422668636667	kenianisch 0.00407313258875	annonce 0.00387468288845	moratorium 0.00383625170073	brüstung 0.00331541738071	formensprache 0.00329543568229	durchbringen 0.002870194778	wintereinbruch 0.00279715580437	zimmerpreis 0.00240899504459
topic464	erzielen 0.216054366004	gastgeber 0.134764571091	halbzeit 0.13439344457	treffer 0.0892866410075	buche 0.0436113425596	anstehend 0.0406500008684	hausherr 0.0336259250867	verlauf 0.0240951421418	parkett 0.0197984783863	neuauflage 0.0179641920305	austragen 0.0178502710428	duell 0.0176985102781	vertretung 0.0173465803308	erwartungsgemäß 0.0161508211907	parieren 0.0160739573901	seitenwechsel 0.0150318230269	ersteigern 0.0119145559409	kommunikationsmittel 0.0100858659434	zahlreich 0.00873033935076	ausbauen 0.00866992625169	bestimmen 0.00812782112982	versteigern 0.00807313046183	glänzend 0.00771565692314	fragil 0.00695923304903	nutzen 0.00691764354642
