topic0	knallen 0.358314687133	move 0.179445133302	vermeidbar 0.142048562438	krähen 0.0724785779894	veranstaltungstermin 0.0449965811246	hardrock 0.0424434002469	lausig 0.0407662577773	schönheitschirurg 0.0317447592709	jagdgrund 0.0282156842357	bluesig 0.0249133560959	ohnegleichen 0.0153246942337	altenteil 0.0121628541168	rollin 0.00541923322978	lassen 3.91896033876e-08	liegen 1.73912509516e-08	deutlich 1.73512437898e-08	früh 1.73297600403e-08	kommen 1.73148576763e-08	einzig 1.73028444249e-08	alt 1.7282421764e-08	hart 1.7268456986e-08	egal 1.7265980681e-08	bleiben 1.72659694157e-08	gut 1.72652067697e-08	sehen 1.72649766254e-08
topic2400	demographisch 0.282944296351	latent 0.228178890232	ignorant 0.136238974449	patriot 0.123807770821	politikwissenschaftler 0.066699286961	einmütig 0.0537770558213	kulturbereich 0.0386366794429	küstenstadt 0.037365126481	deportiert 0.0302985077323	vorhanden 2.16310147972e-08	bevölkerung 2.05379233597e-08	stellen 2.05368059563e-08	geben 2.05366250396e-08	gewiss 2.05363416009e-08	diskussion 2.05360423449e-08	zeigen 2.05360235924e-08	problem 2.05360129687e-08	kommen 2.05359944264e-08	recht 2.05359866736e-08	anteil 2.05359859938e-08	setzen 2.05359711556e-08	einzig 2.05359681289e-08	grund 2.05359664305e-08	sehen 2.05359634664e-08	gehen 2.05359618015e-08
topic2401	zugriff 0.362595115266	datenschutz 0.18410424418	gespeichert 0.109474567565	personenbezogen 0.103032725117	kontaktdaten 0.0699436582577	übersendung 0.0276572059706	eingabe 0.0243133301483	anschrift 0.0225174005294	extern 0.0212766175217	hinweisen 0.01712704815	sperrung 0.0165042321563	möglich 0.00810010511986	ermöglichen 0.00704151192175	dritte 0.00539386809987	weitergabe 0.00528015068355	originalartikel 0.0032332246673	entsprechend 0.00291893716721	schriftlich 0.00291330305336	genannt 0.00156511877645	weisen 0.00151011631357	bringen 0.00111198729272	eigen 0.0010741906625	datum 0.000669224236169	geeignet 0.000134522275458	recht 6.08942140373e-05
topic2402	pyramide 0.375096813047	verschmelzen 0.286521112712	rührend 0.119524375683	unablässig 0.0880857085961	willens 0.0837150881616	schmerzvoll 0.0427622395789	hoch 0.00203060073693	groß 3.94495062084e-07	beginnen 2.63165739604e-07	zeit 1.135597861e-07	weit 4.48533279897e-08	lang 2.9859481446e-08	wesentlich 2.675477357e-08	neu 2.37290394203e-08	wahr 2.32692983604e-08	weise 2.30841465282e-08	klein 2.27254678683e-08	enden 2.27032539675e-08	einfach 2.2675535648e-08	wissen 2.26487990417e-08	geben 2.2638616337e-08	erinnern 2.26364880895e-08	befinden 2.26362234826e-08	echt 2.26356817849e-08	art 2.26353659542e-08
topic2403	dritt 0.311933427335	erst 0.248143863021	zweit 0.233223607952	mal 0.0543567290436	weit 0.0203938368982	ende 0.017419289986	geben 0.0136218105842	gehen 0.0110399765353	beginnen 0.0109920076452	kommen 0.00881877845047	trilogie 0.00871069752517	spät 0.0061855979895	stehen 0.00596375918736	pflücken 0.00479019539742	lassen 0.00444526273695	bringen 0.00391373477297	amor 0.0036249026393	groß 0.00322066930085	neu 0.00294763774904	nehmen 0.00259929053528	sehen 0.00242542517446	rubin 0.00204788222023	kurz 0.00195943071871	machen 0.00192240743916	liegen 0.00184652124153
topic2404	beschneidung 0.306697589833	finanzkapital 0.0877070903545	generalüberholung 0.0594638804934	direktinvestition 0.0592322047488	abschwächen 0.0564411982075	zentralregierung 0.0346100607596	unternehmerverband 0.03405015373	südostasiatisch 0.0304183140507	streitschlichtung 0.0236852464069	öffnungsklausel 0.0220195414086	pendelnd 0.0191889623008	konfliktmanagement 0.0182338418625	reformpolitik 0.0164554783793	schrittfolge 0.0162810259918	einkommensverteilung 0.015956896828	auslandsinvestition 0.0145692684952	reparaturversuch 0.0143333138715	betreibend 0.0141951643766	schlüsselbereich 0.013816795015	verhandlungsprozess 0.0136287427818	waffenexport 0.0127696020865	medienwirtschaft 0.0127630753118	parteiorganisation 0.0123171481609	abstimmungsprozess 0.0103863273872	reformmaßnahme 0.00990183297052
topic2405	brettspiel 0.270509937636	anwählen 0.217863265032	anlegung 0.0822586400108	zusammentreten 0.0684044263993	gutachtlich 0.0573101966459	konspirativ 0.0526908489354	zuleiten 0.0474399562855	haushaltssatzung 0.0462223280023	übernehmend 0.0391305262097	braunschweigische 0.0367878232388	erforderliche 0.0286007424521	ligabetrieb 0.0182751075372	kreditwesengesetz 0.0135881820576	mustersatzung 0.00947668457545	regionalpolitisch 0.00753722813187	übrig 3.90663606311e-08	zweit 3.90475928327e-08	eigen 3.90473948891e-08	entsprechend 3.90472772972e-08	bestimmen 3.90469818767e-08	weit 3.90469730851e-08	neu 3.9046962765e-08	gelten 3.9046934709e-08	erforderlich 3.90469271743e-08	selten 3.90469260632e-08
topic2406	fonds 0.596414566102	gegenseite 0.124586155956	internetportal 0.0884321560533	dienstleistungsangebot 0.038723001401	forderungsmanagement 0.0317626330958	fachbesucher 0.0276113981812	geschätzter 0.020940262801	zahler 0.0146712470707	bieten 0.0142970017805	gut 0.013224804055	direkt 0.00749727918096	mahnwesen 0.00658180595266	bankenbranche 0.00353910334146	kostenminimierung 0.00312899006109	erklärungsbedarf 0.00289050771713	setzen 0.00234547038761	gehören 0.00118074293719	lassen 0.000921807367572	weit 0.000165085291112	unabhängig 0.000113871560439	kommen 6.71617857196e-05	eigen 1.77331964682e-06	richten 5.66826367982e-07	nah 4.95123994503e-07	möglichkeit 4.65189136187e-07
topic2407	beratung 0.551206395058	kompetent 0.280659999185	bieten 0.0672911016937	hauptmenü 0.0369172925028	menüpunkt 0.0339296315752	finden 0.0105776225401	geeignet 0.0069491134261	schnell 0.00475693924387	direkt 0.00140747250787	hoch 0.00132807992767	lassen 0.00120986546913	entsprechend 0.00108082850532	neu 0.000673469919859	frage 0.000617405351447	groß 0.00046583636551	weit 0.000232662820752	stehen 0.000228902791381	möglich 0.000206187680754	genau 1.53020505454e-05	möglichkeit 4.39377241771e-07	umfassend 1.32710184416e-07	freuen 5.69268655999e-08	eigen 3.68349187274e-08	leben 1.0087724789e-08	problem 5.06443588212e-09
topic2408	anwender 0.383345042277	baustein 0.15948909851	programmierung 0.126562699012	identifizierung 0.0518463347827	monitoring 0.0410955874342	umfasst 0.0369674386373	vermessung 0.0298248171158	bieten 0.0175537978394	kommunikationsweg 0.0154922994983	morphologisch 0.0144773680668	speziell 0.0122492976362	einfach 0.0119183675738	entsprechend 0.0104264318339	schnell 0.00927979129468	erheblich 0.00903524634384	geeignet 0.00865526813479	genannt 0.00798278559351	bestimmt 0.00764192486874	weit 0.00719946212297	gleichzeitig 0.00649930036259	lassen 0.00583769010233	strichcode 0.0055527184655	segmentierung 0.00517236143361	weise 0.00410497479617	neu 0.00392347223588
topic2409	hinterlegen 0.689708901496	sud 0.146536520325	lockvogel 0.0592714552311	kundeninformation 0.0518775421544	wareneingang 0.0480743904983	stehen 4.53368613636e-08	vorhanden 4.53216278513e-08	verschieden 4.53142010461e-08	verfügung 4.53141782142e-08	bestimmt 4.53141698171e-08	betreffen 4.53141697582e-08	rufen 4.53141692769e-08	gehören 4.53141692469e-08	lassen 4.53141690654e-08	deutsch 4.53141687031e-08	setzen 4.53141685986e-08	möglichkeit 4.53141685615e-08	geben 4.53141685176e-08	bekannt 4.53141684552e-08	weit 4.53141684048e-08	wunsch 4.53141683899e-08	beginnen 4.53141683887e-08	möglich 4.53141683827e-08	automatisch 4.53141683824e-08	fall 4.53141683821e-08
topic2410	rotte 0.942954532428	mensch 5.70460380366e-07	seite 5.70460380339e-07	groß 5.70460380332e-07	finden 5.70460380331e-07	entstehen 5.7046038033e-07	bild 5.7046038033e-07	gut 5.70460380329e-07	geben 5.70460380329e-07	entwicklung 5.70460380329e-07	film 5.70460380329e-07	besitzen 5.70460380329e-07	gleich 5.70460380329e-07	machen 5.70460380329e-07	echt 5.70460380329e-07	lassen 5.70460380329e-07	sagen 5.70460380329e-07	empfindlichkeit 5.70460380329e-07	licht 5.70460380329e-07	zeigen 5.70460380329e-07	sehen 5.70460380329e-07	dunkel 5.70460380329e-07	leute 5.70460380329e-07	aufnahme 5.70460380329e-07	jahr 5.70460380329e-07
topic2411	verhältnis 0.886351075696	außenpolitisch 0.0248883021844	wirtschaftsordnung 0.0154902257342	dezidiert 0.0154344224796	platzgrund 0.0118818591917	anzutreffend 0.00904811048008	gesellschaftssystem 0.00894247442792	unfreiheit 0.00608558648696	ungehört 0.00556524408133	gelöbnis 0.00385804631248	schreibtipp 0.00297564784771	studienpreis 0.0026219363191	werthaltung 0.00223900527392	vergangenem 0.00143185980924	deutlich 0.000777335828886	verlagsalltag 0.000707948646334	konstruktionsweise 0.000474399315166	tatsächlich 0.000317633923121	gleichzeitig 0.000243987177151	bilden 0.000217095745488	sorgen 5.57993605513e-05	weit 7.2246577849e-06	grundsätzlich 6.12397284778e-06	bringen 5.25124212257e-06	ende 3.56646650345e-06
topic2412	gebären 0.214622924224	haltend 0.148461473893	wohnend 0.140108650339	verachtung 0.136172176639	harsch 0.124690081581	verdruss 0.0759567722531	rüstig 0.0653457242905	kulturarbeit 0.0464344413285	glückselig 0.0346270089346	sensibilisiert 0.0109242930693	halten 2.65672425367e-08	heißen 2.65672113869e-08	gehen 2.65671949873e-08	sehen 2.65671927011e-08	führen 2.65671925883e-08	wenden 2.65671919899e-08	lassen 2.65671918141e-08	mann 2.65671915631e-08	geben 2.65671915242e-08	täglich 2.65671914146e-08	finden 2.65671913482e-08	rede 2.65671913435e-08	hand 2.65671913398e-08	stelle 2.6567191312e-08	hoch 2.65671912995e-08
topic2413	analyse 0.50063063842	analysieren 0.186955620502	innen 0.186234925359	produktivität 0.0553600093496	stillschweigend 0.0301562498595	vorhersagen 0.026827538693	umfänglich 0.00922370034859	forschungsperspektive 0.00201128893856	weisen 0.00181378741165	möglich 0.000400706500881	sicht 5.31260586167e-05	erst 5.36522968578e-07	zusammenhang 9.67473935415e-09	einzeln 5.89862017151e-09	eigen 3.77679999123e-09	erkenntnis 3.42752904004e-09	überlegung 3.37198383657e-09	erreichen 3.34645630065e-09	interesse 3.34468097363e-09	zeigen 3.33798660952e-09	lassen 3.32895279585e-09	deutsch 3.3211716413e-09	problem 3.31965880695e-09	besonder 3.31938879362e-09	verstehen 3.31922969391e-09
topic2414	handwerk 0.733807482859	englischsprachig 0.258841536962	gehören 0.00344711824424	finden 0.00200364900178	stehen 0.000638739838862	modern 2.65721658167e-05	gut 1.89192861889e-05	stark 1.47368036906e-05	deutsch 2.01684907964e-06	geben 4.32671578948e-07	zeit 3.11286301697e-07	eigen 2.12015862678e-08	groß 1.55059840553e-08	kommen 1.4093385762e-08	lassen 1.33661238138e-08	unterschiedlich 1.31149074777e-08	neu 1.28194232548e-08	bringen 1.22276044102e-08	teil 1.22193743391e-08	interessieren 1.21069484051e-08	kennen 1.20447804009e-08	alt 1.20255036719e-08	erst 1.19903778921e-08	hauptsächlich 1.1990092101e-08	besonder 1.19889889342e-08
topic2415	parallel 0.994076864835	kapuzenpulli 0.00492411486556	möglich 1.59232818782e-08	stark 1.07359098763e-08	weit 1.00083633803e-08	groß 9.9903614709e-09	sehen 9.99034993881e-09	erst 9.99034448162e-09	jahr 9.99034220957e-09	neu 9.99034207459e-09	kommen 9.99034101833e-09	offen 9.99034030016e-09	form 9.99034019191e-09	stellen 9.9903400125e-09	bekannt 9.9903380633e-09	setzen 9.99033799242e-09	stehen 9.99033762059e-09	gehen 9.99033699372e-09	beschreiben 9.99033690866e-09	arbeiten 9.99033678085e-09	verschieden 9.99033676547e-09	naziaufmarsch 9.99033670587e-09	geben 9.99033617265e-09	teilen 9.990336145e-09	einfach 9.99033610261e-09
topic2416	nazi 0.419573071414	faschismus 0.133770501734	antifaschistisch 0.0946477529078	rassismus 0.0454625284745	geben 0.0279782003316	recht 0.027275087807	emotionslos 0.0271366800684	faschist 0.0235347616583	antifaschismus 0.022876051555	stehen 0.0211329246273	mensch 0.0180858450635	lassen 0.0169681200676	deutsch 0.0151593472437	antagonistisch 0.0102718212735	gelten 0.0093945043145	finden 0.00902901138938	kommen 0.00881450353185	versuchen 0.00837431638141	erklärungsmodell 0.0082335301293	machen 0.00527044317362	deutlich 0.00448277024076	treten 0.00411425553684	klar 0.00390493402213	gehen 0.00384564696199	einzig 0.00382488768411
topic2417	toleranz 0.511907527698	totalitär 0.0973116092121	verantwortung 0.0821906611834	einstehen 0.0811778926632	diskriminieren 0.0339749563958	gut 0.0262472225148	führen 0.0187479039781	anstiftung 0.0175428852591	machen 0.0138263223586	geben 0.0128845293676	klein 0.0111788247745	kennen 0.00999729067139	sinn 0.00914649835663	gelten 0.00723862716609	liegen 0.00646506623802	eigen 0.00642442756727	mensch 0.00630819933618	leben 0.00592123621657	nehmen 0.0058873537908	inquisitorisch 0.00573496403727	gehören 0.00513610913132	begegnen 0.00427918763772	voll 0.00378296979335	unterschiedlich 0.00292031266632	groß 0.00215365940656
topic2418	bedenklich 0.356421158381	schwangre 0.186375361503	asthma 0.169526497488	konkretisieren 0.0886893362165	auswahlkriterium 0.0656274186026	arbeitshilfe 0.0449856098198	schwangerschaftswoche 0.0411461438189	bronchial 0.0218127049291	zusammenbasteln 0.020128471128	speziell 0.00332938630039	gelten 0.000404295521641	ergeben 0.000140084090696	angehen 8.73465879306e-06	nehmen 2.62654485573e-07	richten 2.56450610029e-07	grundsätzlich 4.02482558301e-08	möglich 1.79259730886e-08	groß 1.44676627445e-08	erst 1.41072174828e-08	vielfältig 1.40864558316e-08	geben 1.40858442087e-08	bestehen 1.40681169675e-08	finden 1.40632051037e-08	frage 1.40554716199e-08	hoch 1.40510379359e-08
topic2419	philosophisch 0.444005851655	schier 0.238724563795	einschlagen 0.183092868025	schärfen 0.0784880785492	vorwarnung 0.0544329159829	sinn 0.00033501837423	beginnen 4.32318474493e-08	ende 1.67649010967e-08	sicht 1.38768904622e-08	leben 9.42000050971e-09	versuchen 9.25628952159e-09	weg 9.25373415236e-09	bleiben 9.2327690837e-09	frage 9.20974860846e-09	zeit 9.20876480724e-09	denken 9.2077204799e-09	machen 9.20729434129e-09	sehen 9.20728792953e-09	stellen 9.20726607212e-09	neu 9.20718818785e-09	welt 9.20717834198e-09	widmen 9.20717630763e-09	wissen 9.2071745965e-09	weit 9.20715201759e-09	grund 9.20713879613e-09
topic2420	ordner 0.336671131261	downloaden 0.129999162038	script 0.112729699794	setting 0.0819665576342	anfragen 0.0674969779093	auftreiben 0.034995984769	geben 0.0326173502418	neu 0.0255768657021	datei 0.0245138855731	hochgeladen 0.0235687221874	gehen 0.0225013042665	krankenpfleger 0.0210435911839	finden 0.0173610626258	machen 0.0158412391927	versuchen 0.00594413004241	klein 0.0051613510161	möglich 0.00450628211489	recht 0.00435723129401	entsprechend 0.00405274400303	beinarbeit 0.00394085731979	jeweilig 0.00352403504835	lassen 0.00348488843578	setzen 0.00325732381217	groß 0.00228306566758	reichen 0.00209835337284
topic2421	nachmittag 0.470696304183	hügel 0.173173603456	scheuen 0.117689284276	ausgebaut 0.0684838986635	deich 0.0626467790974	beschwerlich 0.0396874646453	zeltplatz 0.0305667722344	unterweg 0.0184384052876	getan 0.0169575489882	klein 0.00079524281747	gut 0.000156791118811	groß 9.44323419769e-05	liegen 6.90241655231e-05	lang 2.54732870043e-05	gehen 2.3867865573e-05	einzig 1.3731404197e-05	schön 2.96475826954e-06	geben 1.30680041109e-06	sehen 6.32855889111e-08	betrachten 7.87259038238e-09	richtig 4.82343145767e-09	bild 4.77240052345e-09	gemütlich 4.77157104795e-09	richtung 4.77146482924e-09	wichtig 4.77139283156e-09
topic2422	volkswirtschaft 0.329531826437	kompetenzzentrum 0.158353194156	unzuverlässig 0.103412616927	anwendbarkeit 0.0943099356547	immobilienmarkt 0.0870777317432	studienrichtung 0.0662801016936	finanzwirtschaft 0.0439735691468	riesenschritt 0.0356438294281	kellergewölbe 0.0263928233963	prosperität 0.0215609631897	eiskeller 0.0186440002321	beileidsbekundung 0.00834760614506	ausbildungspartner 0.00458496331381	wesentlich 1.94862208153e-08	neu 1.90709414617e-08	stehen 1.89628509634e-08	gut 1.88733616126e-08	führen 1.88719697348e-08	stellen 1.88714158615e-08	groß 1.88712697746e-08	heißen 1.88712267797e-08	setzen 1.8871145417e-08	niveau 1.8871128653e-08	frage 1.88711115862e-08	aktuell 1.88710920574e-08
topic2423	woche 0.493432855414	erst 0.0427659022735	gut 0.0348099335939	kommen 0.0312997811194	zeit 0.0311772025025	gehen 0.0309314799183	tag 0.0293088916184	jahr 0.0261548285999	nah 0.0196695058068	machen 0.0184482089682	mal 0.0175889718893	ende 0.0163830575851	spät 0.0152071227647	kurz 0.0143246548203	sehen 0.0108417072578	voll 0.00894293513722	lassen 0.00870586961042	liegen 0.00869999531813	zweit 0.00865846650504	geben 0.00821505939889	lang 0.00803431238019	weit 0.00775415099685	stehen 0.00745100498061	schnell 0.00666012117781	richtig 0.00597171867868
topic2424	wahlsieg 0.184686382182	befangen 0.175341017564	bevorzugung 0.154608499613	wahlversprechen 0.141135235342	bazar 0.077393277905	regierungsmitglied 0.0734696104676	regierungsverantwortung 0.070486824168	aktenvermerk 0.0398038348369	causa 0.0356472861827	angeprangert 0.0209808126456	auskunftsperson 0.0181774986693	wahrheitspflicht 0.00286321407401	fall 5.41632857943e-08	sicht 5.41352623393e-08	klar 5.41164270914e-08	halten 5.40896031034e-08	zusammenhang 5.40867055258e-08	weit 5.40735138616e-08	gehen 5.40732300552e-08	frage 5.40731869667e-08	meinung 5.40728464169e-08	gewiss 5.40722150488e-08	hoch 5.40718913525e-08	tatsächlich 5.40718630726e-08	kommen 5.40717888768e-08
topic2425	schicken 0.697276064987	obig 0.139575880083	ausrechnen 0.0322808444853	trivial 0.0272957214826	einfach 0.0196759759153	kurz 0.0141865432677	eigenleben 0.0111870460046	herleitung 0.00811636210918	voranstellen 0.0077387479416	primzahl 0.00714751092056	geben 0.00382304528085	sehen 0.00329022891003	nichtexistenz 0.00240797784158	lassen 0.00198778786816	genannt 0.00198311206729	bestimmt 0.00189569666876	gelten 0.00176519316098	möglich 0.00162423886604	nehmen 0.00138900927638	richtig 0.00126329528253	folgend 0.0012576549614	entsprechen 0.000960371923022	entsprechend 0.000888557002665	finden 0.00083956515369	bestehen 0.000836679718469
topic2426	masse 0.599885633235	universum 0.233341448784	prüfstand 0.0571944669646	ergründen 0.0329519276951	erscheinungsform 0.0286702583854	urknall 0.0209401234182	kosmologisch 0.0104501684304	körnig 0.00642349444552	frühphase 0.00461717961921	bilden 0.0018459518007	betrachten 0.00163564278857	groß 0.00136270027147	bestehen 0.000110743616542	weit 4.54270309661e-05	ergeben 4.28143595464e-05	zeit 1.24233016623e-05	neu 6.59818611176e-07	gelingen 1.04973392534e-07	früh 8.85240356677e-08	richten 7.41047388519e-08	nah 5.88184311235e-08	stellen 2.99489712529e-08	zeigen 2.21490337687e-08	gleichzeitig 1.37154000519e-08	finden 7.02144581823e-09
topic2427	russe 0.492089880295	mentalität 0.25720845354	serbisch 0.134927609055	serbe 0.0885624483934	tatare 0.0212187680543	einzig 0.002465608604	kommen 0.000684515450403	geben 0.000673701874668	zeit 0.000233048117472	groß 8.48811869957e-05	jahr 3.71665161113e-05	rußland 1.47991649411e-05	sehen 1.45954771521e-05	bleiben 5.33581189117e-06	ende 1.64749147292e-07	ganz 7.97400246293e-08	leben 7.50275792746e-08	wissen 6.91988508282e-08	teil 6.17258077007e-08	letzt 2.91613650359e-08	sicher 2.30320583216e-08	fall 1.81676948619e-08	stehen 1.81163969621e-08	eigen 1.80763571578e-08	gleich 1.80299339902e-08
topic2428	angreifen 0.382690855739	taktisch 0.257887260155	gehört 0.147767669702	gefecht 0.125700269263	tragfläche 0.0464136017396	athletisch 0.0207381648482	freizeitsport 0.00996124366296	setzen 0.00355318740521	zwanzigstel 0.00222245504124	erfolgreich 0.0018539311968	gleichzeitig 0.000373463200927	sorgen 4.33972130681e-07	hoch 2.03958090861e-07	bringen 1.82442310458e-07	sicht 1.31595497942e-07	möglich 1.17224329163e-07	eigen 6.0875013262e-08	komplett 5.87024605034e-08	gelten 3.29190357669e-08	schnell 3.26982338399e-08	weit 2.88834142832e-08	speziell 2.61368328659e-08	entscheiden 1.5714369959e-08	gehören 1.1494705601e-08	stehen 1.08773012303e-08
topic2429	weißen 0.641711672956	hast 0.19623207699	gegenüberliegend 0.100901079661	undeutlich 0.0188235761499	handbewegung 0.0147351018203	sehen 0.00792211834182	wissen 0.00352656599155	gehen 0.00265518669466	stehen 0.00221289362538	kommen 0.00208310769577	kennen 0.00179137946256	genau 0.00102272704722	gut 0.000864140320655	machen 0.000786731525388	sagen 0.000759693301605	sicher 0.000477162647576	einfach 0.000468177279567	lassen 0.000382340902299	setzen 0.000363937547498	nehmen 0.000357566177314	spät 0.000357262228003	recht 0.000317352556445	mal 0.000187245458548	bringen 8.52617976328e-05	bestimmt 8.15983087454e-05
